year,sex,age_group,country,mortality_rate
1982,m,34,s,163.46
1983,m,34,s,172.37
1984,m,34,s,178.43
1985,m,34,s,147.34
1986,m,34,s,185.66
1987,m,34,s,156.91
1988,m,34,s,153.7
1989,m,34,s,150.11
1990,m,34,s,148.69
1991,m,34,s,147.26
1992,m,34,s,145.82
1993,m,34,s,144.37
1994,m,34,s,142.92
1995,m,34,s,141.47
1996,m,34,s,140.01
1997,m,34,s,138.55
1998,m,34,s,137.08
1999,m,34,s,135.61
2000,m,34,s,134.14
2001,m,34,s,132.67
2002,m,34,s,131.2
2003,m,34,s,129.73
2004,m,34,s,128.26
2005,m,34,s,126.8
2006,m,34,s,125.33
2007,m,34,s,123.87
2008,m,34,s,122.42
2009,m,34,s,120.97
2010,m,34,s,119.52
2011,m,34,s,118.09
2012,m,34,s,116.68
2013,m,34,s,115.28
2014,m,34,s,113.89
2015,m,34,s,112.53
2016,m,34,s,111.18
2017,m,34,s,109.84
2018,m,34,s,108.53
2019,m,34,s,107.22
2020,m,34,s,105.94
2021,m,34,s,104.67
2022,m,34,s,103.41
2023,m,34,s,102.17
2024,m,34,s,100.95
2025,m,34,s,99.73
2026,m,34,s,98.54
2027,m,34,s,97.36
2028,m,34,s,96.19
2029,m,34,s,95.03
2030,m,34,s,93.89
2031,m,34,s,92.77
2032,m,34,s,91.65
2033,m,34,s,90.56
2034,m,34,s,89.47
2035,m,34,s,88.4
2036,m,34,s,87.33
2037,m,34,s,86.29
2038,m,34,s,85.25
2039,m,34,s,84.23
2040,m,34,s,83.22
2041,m,34,s,82.22
2042,m,34,s,81.23
2043,m,34,s,80.26
2044,m,34,s,79.3
2045,m,34,s,78.35
2046,m,34,s,77.41
2047,m,34,s,76.48
2048,m,34,s,75.56
2049,m,34,s,74.65
2050,m,34,s,73.76
2051,m,34,s,72.87
2052,m,34,s,72.0
2053,m,34,s,71.13
2054,m,34,s,70.28
2055,m,34,s,69.44
2056,m,34,s,68.6
2057,m,34,s,67.78
2058,m,34,s,66.97
2059,m,34,s,66.16
2060,m,34,s,65.37
2061,m,34,s,64.59
2062,m,34,s,63.81
2063,m,34,s,63.05
2064,m,34,s,62.29
2065,m,34,s,61.54
2066,m,34,s,60.8
2067,m,34,s,60.07
2068,m,34,s,59.35
2069,m,34,s,58.64
2070,m,34,s,57.94
1981,m,35,s,160.44
1982,m,35,s,171.35
1983,m,35,s,151.48
1984,m,35,s,200.52
1985,m,35,s,186.48
1986,m,35,s,169.72
1987,m,35,s,167.05
1988,m,35,s,163.93
1989,m,35,s,162.95
1990,m,35,s,161.92
1991,m,35,s,160.84
1992,m,35,s,159.71
1993,m,35,s,158.54
1994,m,35,s,157.32
1995,m,35,s,156.07
1996,m,35,s,154.77
1997,m,35,s,153.44
1998,m,35,s,152.07
1999,m,35,s,150.66
2000,m,35,s,149.23
2001,m,35,s,147.76
2002,m,35,s,146.27
2003,m,35,s,144.75
2004,m,35,s,143.21
2005,m,35,s,141.64
2006,m,35,s,140.06
2007,m,35,s,138.46
2008,m,35,s,136.85
2009,m,35,s,135.24
2010,m,35,s,133.62
2011,m,35,s,132.02
2012,m,35,s,130.43
2013,m,35,s,128.87
2014,m,35,s,127.32
2015,m,35,s,125.79
2016,m,35,s,124.29
2017,m,35,s,122.79
2018,m,35,s,121.32
2019,m,35,s,119.87
2020,m,35,s,118.43
2021,m,35,s,117.01
2022,m,35,s,115.6
2023,m,35,s,114.22
2024,m,35,s,112.85
2025,m,35,s,111.49
2026,m,35,s,110.16
2027,m,35,s,108.83
2028,m,35,s,107.53
2029,m,35,s,106.24
2030,m,35,s,104.96
2031,m,35,s,103.71
2032,m,35,s,102.46
2033,m,35,s,101.23
2034,m,35,s,100.02
2035,m,35,s,98.82
2036,m,35,s,97.63
2037,m,35,s,96.46
2038,m,35,s,95.3
2039,m,35,s,94.16
2040,m,35,s,93.03
2041,m,35,s,91.92
2042,m,35,s,90.81
2043,m,35,s,89.72
2044,m,35,s,88.65
2045,m,35,s,87.58
2046,m,35,s,86.53
2047,m,35,s,85.49
2048,m,35,s,84.47
2049,m,35,s,83.46
2050,m,35,s,82.45
2051,m,35,s,81.46
2052,m,35,s,80.49
2053,m,35,s,79.52
2054,m,35,s,78.57
2055,m,35,s,77.63
2056,m,35,s,76.69
2057,m,35,s,75.77
2058,m,35,s,74.86
2059,m,35,s,73.97
2060,m,35,s,73.08
2061,m,35,s,72.2
2062,m,35,s,71.34
2063,m,35,s,70.48
2064,m,35,s,69.63
2065,m,35,s,68.8
2066,m,35,s,67.97
2067,m,35,s,67.16
2068,m,35,s,66.35
2069,m,35,s,65.56
2070,m,35,s,64.77
1981,m,36,s,156.76
1982,m,36,s,208.07
1983,m,36,s,188.37
1984,m,36,s,251.87
1985,m,36,s,184.53
1986,m,36,s,182.53
1987,m,36,s,180.07
1988,m,36,s,179.75
1989,m,36,s,179.33
1990,m,36,s,178.8
1991,m,36,s,178.18
1992,m,36,s,177.45
1993,m,36,s,176.63
1994,m,36,s,175.72
1995,m,36,s,174.72
1996,m,36,s,173.63
1997,m,36,s,172.45
1998,m,36,s,171.19
1999,m,36,s,169.86
2000,m,36,s,168.45
2001,m,36,s,166.97
2002,m,36,s,165.43
2003,m,36,s,163.82
2004,m,36,s,162.15
2005,m,36,s,160.44
2006,m,36,s,158.67
2007,m,36,s,156.87
2008,m,36,s,155.03
2009,m,36,s,153.18
2010,m,36,s,151.35
2011,m,36,s,149.53
2012,m,36,s,147.74
2013,m,36,s,145.96
2014,m,36,s,144.21
2015,m,36,s,142.48
2016,m,36,s,140.77
2017,m,36,s,139.09
2018,m,36,s,137.42
2019,m,36,s,135.77
2020,m,36,s,134.14
2021,m,36,s,132.53
2022,m,36,s,130.94
2023,m,36,s,129.37
2024,m,36,s,127.82
2025,m,36,s,126.29
2026,m,36,s,124.77
2027,m,36,s,123.27
2028,m,36,s,121.8
2029,m,36,s,120.33
2030,m,36,s,118.89
2031,m,36,s,117.46
2032,m,36,s,116.06
2033,m,36,s,114.66
2034,m,36,s,113.29
2035,m,36,s,111.93
2036,m,36,s,110.59
2037,m,36,s,109.26
2038,m,36,s,107.95
2039,m,36,s,106.65
2040,m,36,s,105.37
2041,m,36,s,104.11
2042,m,36,s,102.86
2043,m,36,s,101.63
2044,m,36,s,100.41
2045,m,36,s,99.2
2046,m,36,s,98.01
2047,m,36,s,96.84
2048,m,36,s,95.68
2049,m,36,s,94.53
2050,m,36,s,93.39
2051,m,36,s,92.27
2052,m,36,s,91.17
2053,m,36,s,90.07
2054,m,36,s,88.99
2055,m,36,s,87.93
2056,m,36,s,86.87
2057,m,36,s,85.83
2058,m,36,s,84.8
2059,m,36,s,83.78
2060,m,36,s,82.78
2061,m,36,s,81.78
2062,m,36,s,80.8
2063,m,36,s,79.83
2064,m,36,s,78.87
2065,m,36,s,77.93
2066,m,36,s,76.99
2067,m,36,s,76.07
2068,m,36,s,75.16
2069,m,36,s,74.26
2070,m,36,s,73.36
1981,m,37,s,257.67
1982,m,37,s,209.96
1983,m,37,s,208.28
1984,m,37,s,200.79
1985,m,37,s,199.55
1986,m,37,s,197.8
1987,m,37,s,198.15
1988,m,37,s,198.34
1989,m,37,s,198.37
1990,m,37,s,198.26
1991,m,37,s,197.99
1992,m,37,s,197.58
1993,m,37,s,197.02
1994,m,37,s,196.32
1995,m,37,s,195.48
1996,m,37,s,194.51
1997,m,37,s,193.41
1998,m,37,s,192.18
1999,m,37,s,190.83
2000,m,37,s,189.36
2001,m,37,s,187.79
2002,m,37,s,186.11
2003,m,37,s,184.34
2004,m,37,s,182.47
2005,m,37,s,180.53
2006,m,37,s,178.52
2007,m,37,s,176.44
2008,m,37,s,174.34
2009,m,37,s,172.25
2010,m,37,s,170.19
2011,m,37,s,168.14
2012,m,37,s,166.13
2013,m,37,s,164.13
2014,m,37,s,162.17
2015,m,37,s,160.22
2016,m,37,s,158.3
2017,m,37,s,156.4
2018,m,37,s,154.52
2019,m,37,s,152.67
2020,m,37,s,150.84
2021,m,37,s,149.03
2022,m,37,s,147.24
2023,m,37,s,145.48
2024,m,37,s,143.73
2025,m,37,s,142.01
2026,m,37,s,140.3
2027,m,37,s,138.62
2028,m,37,s,136.96
2029,m,37,s,135.32
2030,m,37,s,133.69
2031,m,37,s,132.09
2032,m,37,s,130.5
2033,m,37,s,128.94
2034,m,37,s,127.39
2035,m,37,s,125.86
2036,m,37,s,124.35
2037,m,37,s,122.86
2038,m,37,s,121.39
2039,m,37,s,119.93
2040,m,37,s,118.49
2041,m,37,s,117.07
2042,m,37,s,115.67
2043,m,37,s,114.28
2044,m,37,s,112.91
2045,m,37,s,111.56
2046,m,37,s,110.22
2047,m,37,s,108.9
2048,m,37,s,107.59
2049,m,37,s,106.3
2050,m,37,s,105.02
2051,m,37,s,103.76
2052,m,37,s,102.52
2053,m,37,s,101.29
2054,m,37,s,100.07
2055,m,37,s,98.87
2056,m,37,s,97.69
2057,m,37,s,96.51
2058,m,37,s,95.36
2059,m,37,s,94.21
2060,m,37,s,93.08
2061,m,37,s,91.97
2062,m,37,s,90.86
2063,m,37,s,89.77
2064,m,37,s,88.7
2065,m,37,s,87.63
2066,m,37,s,86.58
2067,m,37,s,85.54
2068,m,37,s,84.52
2069,m,37,s,83.5
2070,m,37,s,82.5
1981,m,38,s,215.43
1982,m,38,s,229.35
1983,m,38,s,218.73
1984,m,38,s,217.75
1985,m,38,s,216.5
1986,m,38,s,217.6
1987,m,38,s,218.5
1988,m,38,s,219.2
1989,m,38,s,219.69
1990,m,38,s,219.97
1991,m,38,s,220.05
1992,m,38,s,219.92
1993,m,38,s,219.6
1994,m,38,s,219.08
1995,m,38,s,218.37
1996,m,38,s,217.47
1997,m,38,s,216.39
1998,m,38,s,215.13
1999,m,38,s,213.71
2000,m,38,s,212.13
2001,m,38,s,210.39
2002,m,38,s,208.52
2003,m,38,s,206.51
2004,m,38,s,204.37
2005,m,38,s,202.13
2006,m,38,s,199.81
2007,m,38,s,197.43
2008,m,38,s,195.07
2009,m,38,s,192.73
2010,m,38,s,190.41
2011,m,38,s,188.13
2012,m,38,s,185.87
2013,m,38,s,183.65
2014,m,38,s,181.44
2015,m,38,s,179.27
2016,m,38,s,177.12
2017,m,38,s,174.99
2018,m,38,s,172.89
2019,m,38,s,170.82
2020,m,38,s,168.77
2021,m,38,s,166.75
2022,m,38,s,164.75
2023,m,38,s,162.77
2024,m,38,s,160.82
2025,m,38,s,158.89
2026,m,38,s,156.98
2027,m,38,s,155.1
2028,m,38,s,153.24
2029,m,38,s,151.4
2030,m,38,s,149.59
2031,m,38,s,147.79
2032,m,38,s,146.02
2033,m,38,s,144.27
2034,m,38,s,142.54
2035,m,38,s,140.83
2036,m,38,s,139.14
2037,m,38,s,137.47
2038,m,38,s,135.82
2039,m,38,s,134.19
2040,m,38,s,132.58
2041,m,38,s,130.99
2042,m,38,s,129.42
2043,m,38,s,127.87
2044,m,38,s,126.33
2045,m,38,s,124.82
2046,m,38,s,123.32
2047,m,38,s,121.84
2048,m,38,s,120.38
2049,m,38,s,118.94
2050,m,38,s,117.51
2051,m,38,s,116.1
2052,m,38,s,114.71
2053,m,38,s,113.33
2054,m,38,s,111.97
2055,m,38,s,110.63
2056,m,38,s,109.3
2057,m,38,s,107.99
2058,m,38,s,106.69
2059,m,38,s,105.41
2060,m,38,s,104.15
2061,m,38,s,102.9
2062,m,38,s,101.67
2063,m,38,s,100.45
2064,m,38,s,99.24
2065,m,38,s,98.05
2066,m,38,s,96.87
2067,m,38,s,95.71
2068,m,38,s,94.56
2069,m,38,s,93.43
2070,m,38,s,92.31
1981,m,39,s,260.69
1982,m,39,s,239.27
1983,m,39,s,238.41
1984,m,39,s,237.66
1985,m,39,s,239.69
1986,m,39,s,241.45
1987,m,39,s,242.95
1988,m,39,s,244.18
1989,m,39,s,245.14
1990,m,39,s,245.83
1991,m,39,s,246.25
1992,m,39,s,246.4
1993,m,39,s,246.29
1994,m,39,s,245.92
1995,m,39,s,245.3
1996,m,39,s,244.43
1997,m,39,s,243.31
1998,m,39,s,241.96
1999,m,39,s,240.39
2000,m,39,s,238.61
2001,m,39,s,236.63
2002,m,39,s,234.46
2003,m,39,s,232.11
2004,m,39,s,229.62
2005,m,39,s,227.0
2006,m,39,s,224.31
2007,m,39,s,221.62
2008,m,39,s,218.96
2009,m,39,s,216.33
2010,m,39,s,213.74
2011,m,39,s,211.17
2012,m,39,s,208.64
2013,m,39,s,206.14
2014,m,39,s,203.67
2015,m,39,s,201.22
2016,m,39,s,198.81
2017,m,39,s,196.43
2018,m,39,s,194.07
2019,m,39,s,191.74
2020,m,39,s,189.44
2021,m,39,s,187.17
2022,m,39,s,184.93
2023,m,39,s,182.71
2024,m,39,s,180.52
2025,m,39,s,178.35
2026,m,39,s,176.21
2027,m,39,s,174.1
2028,m,39,s,172.01
2029,m,39,s,169.95
2030,m,39,s,167.91
2031,m,39,s,165.9
2032,m,39,s,163.91
2033,m,39,s,161.94
2034,m,39,s,160.0
2035,m,39,s,158.08
2036,m,39,s,156.18
2037,m,39,s,154.31
2038,m,39,s,152.46
2039,m,39,s,150.63
2040,m,39,s,148.82
2041,m,39,s,147.04
2042,m,39,s,145.27
2043,m,39,s,143.53
2044,m,39,s,141.81
2045,m,39,s,140.11
2046,m,39,s,138.43
2047,m,39,s,136.77
2048,m,39,s,135.13
2049,m,39,s,133.51
2050,m,39,s,131.91
2051,m,39,s,130.32
2052,m,39,s,128.76
2053,m,39,s,127.22
2054,m,39,s,125.69
2055,m,39,s,124.18
2056,m,39,s,122.69
2057,m,39,s,121.22
2058,m,39,s,119.77
2059,m,39,s,118.33
2060,m,39,s,116.91
2061,m,39,s,115.51
2062,m,39,s,114.12
2063,m,39,s,112.75
2064,m,39,s,111.4
2065,m,39,s,110.06
2066,m,39,s,108.74
2067,m,39,s,107.44
2068,m,39,s,106.15
2069,m,39,s,104.88
2070,m,39,s,103.62
1981,m,40,s,261.72
1982,m,40,s,260.96
1983,m,40,s,260.69
1984,m,40,s,263.61
1985,m,40,s,266.21
1986,m,40,s,268.49
1987,m,40,s,270.45
1988,m,40,s,272.07
1989,m,40,s,273.36
1990,m,40,s,274.32
1991,m,40,s,274.94
1992,m,40,s,275.23
1993,m,40,s,275.19
1994,m,40,s,274.83
1995,m,40,s,274.16
1996,m,40,s,273.17
1997,m,40,s,271.89
1998,m,40,s,270.32
1999,m,40,s,268.47
2000,m,40,s,266.37
2001,m,40,s,264.02
2002,m,40,s,261.46
2003,m,40,s,258.69
2004,m,40,s,255.75
2005,m,40,s,252.73
2006,m,40,s,249.7
2007,m,40,s,246.7
2008,m,40,s,243.74
2009,m,40,s,240.82
2010,m,40,s,237.93
2011,m,40,s,235.08
2012,m,40,s,232.26
2013,m,40,s,229.48
2014,m,40,s,226.72
2015,m,40,s,224.0
2016,m,40,s,221.32
2017,m,40,s,218.66
2018,m,40,s,216.04
2019,m,40,s,213.45
2020,m,40,s,210.89
2021,m,40,s,208.36
2022,m,40,s,205.86
2023,m,40,s,203.39
2024,m,40,s,200.96
2025,m,40,s,198.55
2026,m,40,s,196.16
2027,m,40,s,193.81
2028,m,40,s,191.49
2029,m,40,s,189.19
2030,m,40,s,186.92
2031,m,40,s,184.68
2032,m,40,s,182.46
2033,m,40,s,180.28
2034,m,40,s,178.11
2035,m,40,s,175.98
2036,m,40,s,173.87
2037,m,40,s,171.78
2038,m,40,s,169.72
2039,m,40,s,167.69
2040,m,40,s,165.67
2041,m,40,s,163.69
2042,m,40,s,161.72
2043,m,40,s,159.78
2044,m,40,s,157.87
2045,m,40,s,155.97
2046,m,40,s,154.1
2047,m,40,s,152.25
2048,m,40,s,150.43
2049,m,40,s,148.62
2050,m,40,s,146.84
2051,m,40,s,145.08
2052,m,40,s,143.34
2053,m,40,s,141.62
2054,m,40,s,139.92
2055,m,40,s,138.24
2056,m,40,s,136.59
2057,m,40,s,134.95
2058,m,40,s,133.33
2059,m,40,s,131.73
2060,m,40,s,130.15
2061,m,40,s,128.59
2062,m,40,s,127.04
2063,m,40,s,125.52
2064,m,40,s,124.02
2065,m,40,s,122.53
2066,m,40,s,121.06
2067,m,40,s,119.61
2068,m,40,s,118.17
2069,m,40,s,116.75
2070,m,40,s,115.35
1981,m,41,s,283.71
1982,m,41,s,283.73
1983,m,41,s,287.3
1984,m,41,s,290.52
1985,m,41,s,293.37
1986,m,41,s,295.85
1987,m,41,s,297.95
1988,m,41,s,299.67
1989,m,41,s,300.99
1990,m,41,s,301.94
1991,m,41,s,302.49
1992,m,41,s,302.67
1993,m,41,s,302.47
1994,m,41,s,301.9
1995,m,41,s,300.97
1996,m,41,s,299.69
1997,m,41,s,298.07
1998,m,41,s,296.13
1999,m,41,s,293.88
2000,m,41,s,291.35
2001,m,41,s,288.56
2002,m,41,s,285.53
2003,m,41,s,282.3
2004,m,41,s,278.96
2005,m,41,s,275.62
2006,m,41,s,272.31
2007,m,41,s,269.05
2008,m,41,s,265.82
2009,m,41,s,262.64
2010,m,41,s,259.49
2011,m,41,s,256.38
2012,m,41,s,253.3
2013,m,41,s,250.26
2014,m,41,s,247.26
2015,m,41,s,244.3
2016,m,41,s,241.37
2017,m,41,s,238.47
2018,m,41,s,235.61
2019,m,41,s,232.79
2020,m,41,s,230.0
2021,m,41,s,227.24
2022,m,41,s,224.51
2023,m,41,s,221.82
2024,m,41,s,219.16
2025,m,41,s,216.53
2026,m,41,s,213.94
2027,m,41,s,211.37
2028,m,41,s,208.84
2029,m,41,s,206.33
2030,m,41,s,203.86
2031,m,41,s,201.41
2032,m,41,s,199.0
2033,m,41,s,196.61
2034,m,41,s,194.25
2035,m,41,s,191.92
2036,m,41,s,189.62
2037,m,41,s,187.35
2038,m,41,s,185.1
2039,m,41,s,182.88
2040,m,41,s,180.69
2041,m,41,s,178.52
2042,m,41,s,176.38
2043,m,41,s,174.26
2044,m,41,s,172.17
2045,m,41,s,170.11
2046,m,41,s,168.07
2047,m,41,s,166.05
2048,m,41,s,164.06
2049,m,41,s,162.09
2050,m,41,s,160.15
2051,m,41,s,158.23
2052,m,41,s,156.33
2053,m,41,s,154.45
2054,m,41,s,152.6
2055,m,41,s,150.77
2056,m,41,s,148.96
2057,m,41,s,147.18
2058,m,41,s,145.41
2059,m,41,s,143.67
2060,m,41,s,141.94
2061,m,41,s,140.24
2062,m,41,s,138.56
2063,m,41,s,136.9
2064,m,41,s,135.25
2065,m,41,s,133.63
2066,m,41,s,132.03
2067,m,41,s,130.44
2068,m,41,s,128.88
2069,m,41,s,127.33
2070,m,41,s,125.81
1981,m,42,s,304.47
1982,m,42,s,308.47
1983,m,42,s,312.08
1984,m,42,s,315.29
1985,m,42,s,318.09
1986,m,42,s,320.48
1987,m,42,s,322.45
1988,m,42,s,323.99
1989,m,42,s,325.11
1990,m,42,s,325.81
1991,m,42,s,326.09
1992,m,42,s,325.95
1993,m,42,s,325.41
1994,m,42,s,324.47
1995,m,42,s,323.14
1996,m,42,s,321.44
1997,m,42,s,319.39
1998,m,42,s,317.0
1999,m,42,s,314.29
2000,m,42,s,311.29
2001,m,42,s,308.04
2002,m,42,s,304.56
2003,m,42,s,300.96
2004,m,42,s,297.35
2005,m,42,s,293.79
2006,m,42,s,290.26
2007,m,42,s,286.78
2008,m,42,s,283.34
2009,m,42,s,279.95
2010,m,42,s,276.59
2011,m,42,s,273.27
2012,m,42,s,270.0
2013,m,42,s,266.76
2014,m,42,s,263.56
2015,m,42,s,260.4
2016,m,42,s,257.28
2017,m,42,s,254.19
2018,m,42,s,251.15
2019,m,42,s,248.13
2020,m,42,s,245.16
2021,m,42,s,242.22
2022,m,42,s,239.31
2023,m,42,s,236.44
2024,m,42,s,233.61
2025,m,42,s,230.81
2026,m,42,s,228.04
2027,m,42,s,225.31
2028,m,42,s,222.6
2029,m,42,s,219.93
2030,m,42,s,217.3
2031,m,42,s,214.69
2032,m,42,s,212.12
2033,m,42,s,209.57
2034,m,42,s,207.06
2035,m,42,s,204.58
2036,m,42,s,202.12
2037,m,42,s,199.7
2038,m,42,s,197.3
2039,m,42,s,194.94
2040,m,42,s,192.6
2041,m,42,s,190.29
2042,m,42,s,188.01
2043,m,42,s,185.75
2044,m,42,s,183.52
2045,m,42,s,181.32
2046,m,42,s,179.15
2047,m,42,s,177.0
2048,m,42,s,174.88
2049,m,42,s,172.78
2050,m,42,s,170.71
2051,m,42,s,168.66
2052,m,42,s,166.64
2053,m,42,s,164.64
2054,m,42,s,162.66
2055,m,42,s,160.71
2056,m,42,s,158.78
2057,m,42,s,156.88
2058,m,42,s,155.0
2059,m,42,s,153.14
2060,m,42,s,151.3
2061,m,42,s,149.49
2062,m,42,s,147.69
2063,m,42,s,145.92
2064,m,42,s,144.17
2065,m,42,s,142.44
2066,m,42,s,140.73
2067,m,42,s,139.05
2068,m,42,s,137.38
2069,m,42,s,135.73
2070,m,42,s,134.1
1981,m,43,s,330.59
1982,m,43,s,334.58
1983,m,43,s,338.14
1984,m,43,s,341.26
1985,m,43,s,343.93
1986,m,43,s,346.14
1987,m,43,s,347.89
1988,m,43,s,349.18
1989,m,43,s,350.01
1990,m,43,s,350.38
1991,m,43,s,350.3
1992,m,43,s,349.77
1993,m,43,s,348.81
1994,m,43,s,347.43
1995,m,43,s,345.64
1996,m,43,s,343.47
1997,m,43,s,340.92
1998,m,43,s,338.03
1999,m,43,s,334.82
2000,m,43,s,331.33
2001,m,43,s,327.59
2002,m,43,s,323.72
2003,m,43,s,319.84
2004,m,43,s,316.0
2005,m,43,s,312.21
2006,m,43,s,308.47
2007,m,43,s,304.77
2008,m,43,s,301.12
2009,m,43,s,297.51
2010,m,43,s,293.94
2011,m,43,s,290.42
2012,m,43,s,286.94
2013,m,43,s,283.5
2014,m,43,s,280.1
2015,m,43,s,276.74
2016,m,43,s,273.42
2017,m,43,s,270.14
2018,m,43,s,266.9
2019,m,43,s,263.7
2020,m,43,s,260.54
2021,m,43,s,257.42
2022,m,43,s,254.33
2023,m,43,s,251.28
2024,m,43,s,248.27
2025,m,43,s,245.29
2026,m,43,s,242.35
2027,m,43,s,239.44
2028,m,43,s,236.57
2029,m,43,s,233.73
2030,m,43,s,230.93
2031,m,43,s,228.16
2032,m,43,s,225.43
2033,m,43,s,222.72
2034,m,43,s,220.05
2035,m,43,s,217.41
2036,m,43,s,214.81
2037,m,43,s,212.23
2038,m,43,s,209.68
2039,m,43,s,207.17
2040,m,43,s,204.69
2041,m,43,s,202.23
2042,m,43,s,199.81
2043,m,43,s,197.41
2044,m,43,s,195.04
2045,m,43,s,192.7
2046,m,43,s,190.39
2047,m,43,s,188.11
2048,m,43,s,185.85
2049,m,43,s,183.62
2050,m,43,s,181.42
2051,m,43,s,179.24
2052,m,43,s,177.09
2053,m,43,s,174.97
2054,m,43,s,172.87
2055,m,43,s,170.8
2056,m,43,s,168.75
2057,m,43,s,166.73
2058,m,43,s,164.73
2059,m,43,s,162.75
2060,m,43,s,160.8
2061,m,43,s,158.87
2062,m,43,s,156.96
2063,m,43,s,155.08
2064,m,43,s,153.22
2065,m,43,s,151.38
2066,m,43,s,149.57
2067,m,43,s,147.77
2068,m,43,s,146.0
2069,m,43,s,144.25
2070,m,43,s,142.52
1981,m,44,s,355.78
1982,m,44,s,359.69
1983,m,44,s,363.13
1984,m,44,s,366.08
1985,m,44,s,368.55
1986,m,44,s,370.51
1987,m,44,s,371.97
1988,m,44,s,372.94
1989,m,44,s,373.41
1990,m,44,s,373.4
1991,m,44,s,372.9
1992,m,44,s,371.93
1993,m,44,s,370.5
1994,m,44,s,368.64
1995,m,44,s,366.35
1996,m,44,s,363.66
1997,m,44,s,360.6
1998,m,44,s,357.19
1999,m,44,s,353.47
2000,m,44,s,349.49
2001,m,44,s,345.36
2002,m,44,s,341.22
2003,m,44,s,337.13
2004,m,44,s,333.09
2005,m,44,s,329.09
2006,m,44,s,325.15
2007,m,44,s,321.25
2008,m,44,s,317.4
2009,m,44,s,313.59
2010,m,44,s,309.83
2011,m,44,s,306.12
2012,m,44,s,302.45
2013,m,44,s,298.82
2014,m,44,s,295.24
2015,m,44,s,291.7
2016,m,44,s,288.2
2017,m,44,s,284.75
2018,m,44,s,281.33
2019,m,44,s,277.96
2020,m,44,s,274.63
2021,m,44,s,271.34
2022,m,44,s,268.08
2023,m,44,s,264.87
2024,m,44,s,261.69
2025,m,44,s,258.55
2026,m,44,s,255.45
2027,m,44,s,252.39
2028,m,44,s,249.36
2029,m,44,s,246.37
2030,m,44,s,243.42
2031,m,44,s,240.5
2032,m,44,s,237.62
2033,m,44,s,234.77
2034,m,44,s,231.95
2035,m,44,s,229.17
2036,m,44,s,226.42
2037,m,44,s,223.71
2038,m,44,s,221.02
2039,m,44,s,218.37
2040,m,44,s,215.76
2041,m,44,s,213.17
2042,m,44,s,210.61
2043,m,44,s,208.09
2044,m,44,s,205.59
2045,m,44,s,203.13
2046,m,44,s,200.69
2047,m,44,s,198.28
2048,m,44,s,195.9
2049,m,44,s,193.56
2050,m,44,s,191.23
2051,m,44,s,188.94
2052,m,44,s,186.67
2053,m,44,s,184.44
2054,m,44,s,182.22
2055,m,44,s,180.04
2056,m,44,s,177.88
2057,m,44,s,175.75
2058,m,44,s,173.64
2059,m,44,s,171.55
2060,m,44,s,169.5
2061,m,44,s,167.46
2062,m,44,s,165.46
2063,m,44,s,163.47
2064,m,44,s,161.51
2065,m,44,s,159.57
2066,m,44,s,157.66
2067,m,44,s,155.77
2068,m,44,s,153.9
2069,m,44,s,152.05
2070,m,44,s,150.23
1981,m,45,s,373.96
1982,m,45,s,377.03
1983,m,45,s,379.62
1984,m,45,s,381.73
1985,m,45,s,383.35
1986,m,45,s,384.49
1987,m,45,s,385.14
1988,m,45,s,385.31
1989,m,45,s,385.0
1990,m,45,s,384.23
1991,m,45,s,383.01
1992,m,45,s,381.34
1993,m,45,s,379.26
1994,m,45,s,376.77
1995,m,45,s,373.89
1996,m,45,s,370.66
1997,m,45,s,367.1
1998,m,45,s,363.24
1999,m,45,s,359.13
2000,m,45,s,354.88
2001,m,45,s,350.63
2002,m,45,s,346.43
2003,m,45,s,342.27
2004,m,45,s,338.17
2005,m,45,s,334.12
2006,m,45,s,330.11
2007,m,45,s,326.16
2008,m,45,s,322.25
2009,m,45,s,318.38
2010,m,45,s,314.57
2011,m,45,s,310.79
2012,m,45,s,307.07
2013,m,45,s,303.39
2014,m,45,s,299.75
2015,m,45,s,296.16
2016,m,45,s,292.61
2017,m,45,s,289.1
2018,m,45,s,285.63
2019,m,45,s,282.21
2020,m,45,s,278.82
2021,m,45,s,275.48
2022,m,45,s,272.18
2023,m,45,s,268.91
2024,m,45,s,265.69
2025,m,45,s,262.5
2026,m,45,s,259.36
2027,m,45,s,256.25
2028,m,45,s,253.18
2029,m,45,s,250.14
2030,m,45,s,247.14
2031,m,45,s,244.18
2032,m,45,s,241.25
2033,m,45,s,238.36
2034,m,45,s,235.5
2035,m,45,s,232.67
2036,m,45,s,229.88
2037,m,45,s,227.13
2038,m,45,s,224.4
2039,m,45,s,221.71
2040,m,45,s,219.05
2041,m,45,s,216.43
2042,m,45,s,213.83
2043,m,45,s,211.27
2044,m,45,s,208.73
2045,m,45,s,206.23
2046,m,45,s,203.76
2047,m,45,s,201.31
2048,m,45,s,198.9
2049,m,45,s,196.51
2050,m,45,s,194.16
2051,m,45,s,191.83
2052,m,45,s,189.53
2053,m,45,s,187.26
2054,m,45,s,185.01
2055,m,45,s,182.79
2056,m,45,s,180.6
2057,m,45,s,178.43
2058,m,45,s,176.29
2059,m,45,s,174.18
2060,m,45,s,172.09
2061,m,45,s,170.03
2062,m,45,s,167.99
2063,m,45,s,165.97
2064,m,45,s,163.98
2065,m,45,s,162.01
2066,m,45,s,160.07
