year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
2091,145.468307421647,13.0656999925059,6.07061637405,2.9149715248,2.423509224025,2.3229111766,2.152114819325,2.059468703775,1.96964173115,1.88133364145,1.93899911145,2.139168099825,2.691337693525,3.381374643225,4.0643345023,5.29538919855,6.7922605747,8.334260359625,10.1811980638,12.0788254585,13.87872308225,15.314799430675,16.089115399675,16.66410740775,17.40675961075,18.498412656875,19.852201140125,21.39867416055,23.55952465025,26.064353337,28.728364864175,31.370829893525,33.9012284318,36.5820522933,39.60487177125,43.071562792575,47.05521663755,51.7209318689,56.902177266075,62.768270201425,69.5511358664,76.89803421765,84.3908661079,92.36516902345,100.925875251625,109.681359891725,118.438750913775,127.050738159625,135.62212837035,144.321967968375,153.1870736921,162.403577348075,172.414078447125,183.4221802032,195.902705781,210.2544180515,227.064109956475,247.916266344075,273.187752702125,301.597178533825,332.12816754615,365.008634659825,400.284449701475,438.143404462375,479.2124197642,523.4921216678,571.405109249525,623.884489332225,681.834665289725,746.6613803832,820.4139547868,905.393175173025,1003.45730748323,1115.42209315143,1241.58694961683,1382.18388499233,1537.9217028973,1711.19707289548,1906.2251088966,2129.02728962845,2385.55987998203,2683.51104286998,3031.49750862498,3431.13473014028,3882.55888720665,4391.20802289315,4959.40582628805,5585.07874165538,6272.85836282523,7033.52558284628,7935.9543475212,9062.54231821858,10392.6781621014,11896.0033609945,13589.2891768336,15486.9609747678,17597.3711972927,19931.8956275488,22518.2113352259,25370.4503714838,28455.0945970262,31737.8547102976,35219.7634793234,38883.0153276351,42696.5557168148,46641.7231187479,50661.562117193,54647.5420654193,58766.081120754,62506.1832638617,66605.2097222984,71164.0211640212,61607.1428571429,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2092,143.649325595529,13.1722097640412,6.015848758625,2.927268220075,2.434140099425,2.258462059875,2.086731011375,2.067986638625,1.904389105775,1.74270882965,1.872326952325,2.1439682991,2.695472632925,3.384313975225,4.0650814058,5.29277753415,6.71588333455,8.11471171255,10.023263023175,11.98344016795,13.7110709554,15.144923153875,15.919827647525,16.497934934825,17.24504625865,18.3419940233,19.578136708275,21.135822359125,23.25158377985,25.716428914425,28.410024881875,30.962109536725,33.467513574525,36.128174226975,39.19750991085,42.597606113725,46.463083017275,51.0768513698,56.20156639175,62.0573833634,68.647017079775,75.7942433213,83.4092402774,91.401069102925,99.7086068399,108.24380981795,116.903655060375,125.3828735531,133.9025699993,142.547254059275,151.260079002825,160.40580988625,170.192379575,181.055515147725,193.5772573485,207.821079398975,224.402302788025,245.048733219675,270.0521974776,298.02341349265,328.19834602455,360.687237623625,395.453963889825,432.8234783032,473.447280367625,517.23921308075,564.61108626525,616.489322307925,673.710746529725,737.719702000775,810.51090799645,894.377144992175,991.271420949025,1101.99814136428,1226.77757840788,1365.68650762453,1519.52798253175,1690.84483570273,1883.60134075538,2103.36727310723,2356.8231916179,2651.58898749763,2995.3941810138,3390.8209375028,3837.42006661605,4339.6704327123,4900.93121282363,5519.91735590385,6200.0450200069,6951.29486980015,7844.81136203078,8964.2460502253,10287.2417391358,11782.7697876762,13468.5702225538,15359.5771448732,17464.1166205435,19793.4253859188,22376.0041902435,25226.2380534467,28312.2029718159,31598.6304727316,35083.5355156566,38752.7763580562,42581.9920679315,46537.3133731912,50590.2224835678,54623.1141209332,58579.4979943639,62487.6750556983,66139.2405063292,72123.0158730159,63194.4444444445,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2093,141.557021920765,13.0117737311706,5.880703392575,2.86089811735,2.368245436925,2.192172878125,2.0958937737,2.0768986894,1.91224887185,1.749330574575,1.8786021383,2.0785448469,2.62991305235,3.389576922525,4.0685736297,5.1547426199,6.5047846613,7.968457297125,9.870994407675,11.8249570512,13.48158872585,14.91135914995,15.750841458375,16.330013392375,17.079296017225,18.179761557275,19.4209069214,20.985841436125,22.988858734225,25.409268484025,28.18888415995,30.647894248475,33.06471155775,35.702127653425,38.754389246025,42.14433035745,45.88774211745,50.3910454377,55.470129756375,61.2757300559,67.80231431025,74.933453760525,82.46494759425,90.288277127975,98.551671517725,106.93948453905,115.36895755905,123.852844105075,132.2822828903,140.691462408025,149.33958305775,158.32274731915,168.026057436425,178.941175848775,191.3046697068,205.284950711175,221.692317019375,242.174801640475,266.810647506525,294.471988755425,324.340265596,356.36370135745,390.8172092245,427.815642034425,467.776483183975,511.005212544325,557.9518347967,609.188323643875,665.807952666175,729.173073192975,801.003658918675,883.80156580165,979.392869668875,1088.69820937628,1212.1356192059,1349.27975782258,1501.14085647605,1670.46702945835,1861.15086999683,2078.42046091018,2328.50589158008,2619.80251192433,2959.84094005548,3350.51489279045,3792.14485766078,4288.96956924495,4843.51471303613,5455.04333975733,6127.79954689095,6870.82719395228,7754.80822978438,8865.76843565393,10182.112472109,11670.4515114825,13348.8607108476,15233.007735281,17331.44930446,19655.9952800452,22234.6422138054,25082.492584023,28168.5080102956,31460.4081964897,34952.4860316083,38632.0332053289,42470.5428953904,46430.3413419513,50474.7980210109,54535.6420171287,58599.6439479385,62585.7929166753,66728.8961038961,73353.1746031746,63888.8888888889,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2094,139.946060123765,12.6743283691706,5.8210001522,2.793223555525,2.3013979042,2.12520286235,2.104978748175,2.01164642995,1.84613442215,1.756500292625,1.88567706555,2.0139813058,2.565724223975,3.397088658375,4.00475901945,4.950063032975,6.36699745365,7.964702152825,9.792695644625,11.6055415814,13.190926765225,14.68211197495,15.584024868275,16.162351262875,16.8490873412,17.888061670575,19.194958786375,20.76497289025,22.713004019575,25.145958212025,27.882748094525,30.305555919775,32.6930351747,35.24422766215,38.337270624625,41.71335650625,45.328697281975,49.77681738785,54.812028080975,60.460578726125,66.943427527325,74.075029735975,81.4754487305,89.216429241275,97.4248731447,105.76117017455,114.08938532205,122.446197188625,130.69972208025,138.94864210685,147.517929148425,156.4257836593,166.013385631925,176.772171533075,188.9955214676,202.80022051685,218.9855668485,239.219093941225,263.52133910255,290.843959801025,320.4252897248,352.093842269725,386.093176365725,422.736202122275,462.15764243495,504.7902861386,551.239063466625,601.868169651175,657.801782778225,720.486018803625,791.563391566275,873.344533602775,967.726131235175,1075.63304786465,1197.50511104155,1333.06688106203,1483.14669196905,1650.30453996243,1838.72842635063,2053.67034288905,2301.00932636638,2588.46423676495,2924.31179745315,3310.71677851388,3747.15945509068,4238.63871948263,4787.30250922008,5391.3492454215,6055.89329778158,6791.10465947393,7666.8582362827,8768.6404504358,10076.9322379134,11558.7311325626,13230.0951019642,15107.0818923189,17199.4085271513,19519.3683071601,22094.4590867797,24940.0564103448,28025.9977911976,31320.7081006863,34821.226399811,38512.9197134131,42359.2212634527,46340.5215793633,50380.0997968729,54467.7275288197,58661.9862983785,62713.9490835023,66757.6979472141,73324.3727598567,63888.8888888889,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2095,138.444776647,12.5909335848,5.678516574375,2.72363756485,2.309546873975,2.133477714225,2.113721546175,1.94599144165,1.77983734585,1.76400236855,1.82068239765,1.948888597425,2.574147693225,3.33578688695,3.87265802795,4.817872480675,6.302715897475,7.8977253058,9.7197209768,11.5269636949,13.038730329075,14.459357291675,15.356808992425,15.996838114475,16.619279457,17.59495218555,18.964663501025,20.53738980525,22.4279320697,24.806644593875,27.4948430404,29.938126706425,32.22983297515,34.7534352391,37.82459461495,41.1218476187,44.727710885825,49.1155296888,54.162172993375,59.77467583475,66.108208491125,73.1440079343,80.487785594375,88.0980092411,96.167225362775,104.5043418256,112.774290482225,120.96358099885,129.1374102737,137.313387952425,145.76550066255,154.580501142925,164.02371957105,174.6522486648,186.8145643911,200.401807607125,216.27403420645,236.255299847375,260.352783023025,287.30214370575,316.4617515734,347.808243943725,381.34296516185,417.543831846325,456.627085491425,498.79425738385,544.59230756645,594.605915529075,649.9327443725,711.81981692695,782.05368556735,862.962405981225,956.174907359575,1062.7506785361,1183.08277644025,1316.95368083563,1465.31999648363,1630.4826091666,1816.60282611715,2029.05008570233,2273.70482458035,2557.9637630795,2889.39665579223,3271.1751338483,3702.95156884333,4188.65548535562,4731.20639543308,5328.7398273065,5985.48373652885,6711.95999086585,7579.58453278053,8673.5392639976,9973.11854390045,11447.1733558803,13111.9219785773,14982.3901869462,17068.6210843357,19383.4336305353,21955.0646194944,24798.308752232,27884.8905256326,31182.1512953435,34688.126604058,38388.2843911262,42250.1286046233,46248.3154641052,50308.843832565,54420.5399673655,58548.2061998557,62752.9241905906,66815.2891655196,71304.1707396546,61944.4444444445,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2096,136.681094842471,12.5561636302588,5.532740243225,2.57486944105,2.239049422975,2.141010697225,2.121907395825,1.9540162363,1.787477923625,1.7716383186,1.755742828525,1.884116121975,2.512018130575,3.20431801795,3.81260613475,4.758705738525,6.173390602825,7.766811434975,9.585314752725,11.38776893625,12.959043541075,14.308919955575,15.1353193975,15.77261096855,16.391732962825,17.364972134,18.7326461327,20.367130908775,22.25950594755,24.51900231365,27.1532855382,29.6110404569,31.8014430212,34.353981827825,37.338704522325,40.5546491431,44.207734260275,48.5301557425,53.583162265725,59.1532457723,65.33763881395,72.231944829225,79.425515130075,86.9237627708,94.92360922315,103.17790603525,111.328135013325,119.508679582975,127.677630577975,135.708210765675,144.077211055075,152.7612120918,162.095788204275,172.5653331311,184.46618191435,197.9121694528,213.594909824375,233.342830734375,257.21719103925,283.8994921532,312.717094824925,343.5608877522,376.67853582195,412.54889435935,451.262663148425,492.9236580871,538.08610675615,587.454941828675,642.108394859175,703.2652880053,772.644601600525,852.585815723,944.728903423675,1050.13680235518,1168.95991919613,1301.07412913785,1447.61575875073,1611.01965013498,1794.97378907063,2004.642883656,2246.42975178988,2527.59283465088,2855.4053492131,3232.32810786398,3658.8769137633,4139.27765555268,4675.35918407975,5266.66197821155,5916.66805047933,6634.16635117543,7492.87866663953,8579.5630865209,9871.39804831118,11336.7241184363,12994.1516490297,14858.4208326327,16939.1540062408,19248.623822424,21816.4750410078,24657.5573694442,27743.3568362769,31043.2931495261,34554.5235033305,38261.39640054,42136.786827015,46150.0872853256,50232.5954801245,54347.6521167097,58471.1586780142,62926.6946198142,66999.171405736,69336.0071301248,64166.6666666667,79166.6666666667,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2097,135.229923046647,12.3994853218059,5.5412592095,2.50270568335,2.167295848125,2.14765744935,2.129360726325,1.961523704725,1.7948286662,1.7792085334,1.763305986025,1.89207892435,2.450435548775,3.1445432266,3.82509468885,4.7018690986,6.04753041785,7.70933757215,9.525573064075,11.25577018885,12.821728407525,14.16525228595,14.985303281675,15.554190571225,16.16830736315,17.1995147379,18.50111556065,20.132732623775,22.0244544993,24.1624001863,26.7393555222,29.267414182075,31.53510164195,34.04920589595,36.879830568625,40.072710788975,43.771044494425,47.961528866475,52.8321624768,58.3544720866,64.5052811662,71.199057780125,78.377500816425,85.968367998475,93.7989177072,101.807422826275,109.872379773675,117.986508649025,126.08205525885,134.099027381325,142.37198207995,150.96330029965,160.20861614875,170.49494469685,182.218705902975,195.555106025675,211.0689108891,230.4711529659,254.015672183675,280.453270515375,309.00794507985,339.482954857875,372.1392756583,407.618259273825,445.8911296712,486.946396927875,531.5560800471,580.362995565,634.317685571725,694.806040529275,763.389380796225,842.3465343595,933.367069733275,1037.49053131405,1154.9761212789,1285.5872099603,1430.34663218425,1591.79465946883,1773.60849603405,1980.74060856703,2219.52286563193,2497.31472889235,2821.46837376135,3194.15941651058,3615.33571957015,4090.0302352476,4620.3278822588,5204.81624584735,5847.78319597115,6557.54999881463,7407.42026062145,8485.86216803247,9770.48620245017,11228.1786029153,12877.5668750913,14734.9588741265,16809.8331190129,19114.6777383213,21678.3613048688,24516.9593851851,27602.5243076191,30904.7476155549,34420.5858038122,38135.8963888572,42016.9832819402,46029.702741729,50140.609382389,54286.1892302356,58408.9058967145,62852.0155939607,66675.6591818306,69736.4400305577,69015.1515151515,83333.3333333333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2098,133.911460378353,12.1775003258941,5.467556877725,2.5067492351,2.171939726725,2.15330672725,2.0598353694,1.892253083625,1.801714484275,1.786492617525,1.7708037039,1.90018568995,2.388474193475,3.08489591855,3.8391836034,4.6471913788,5.994068941225,7.65721111115,9.40325090475,11.1308480585,12.6923216251,14.029875485025,14.843178203775,15.405686292025,16.013423475575,17.038145400725,18.333922133,19.8372426947,21.602189555425,23.738932651675,26.3173198459,28.9118966445,31.2510599639,33.658594777975,36.328861924275,39.55433893095,43.294362252875,47.3499496832,51.971428224075,57.439749775275,63.6721654576,70.2791569241,77.44428806595,84.966857165025,92.65659829875,100.615287017325,108.606176662525,116.515795767975,124.482403705275,132.4764542456,140.557162541125,149.044307482525,158.244033593025,168.425767668275,180.1152368148,193.311308417475,208.576361813625,227.709648754075,250.920125823,276.99767068635,305.235154030975,335.394327517025,367.65594516295,402.7151176373,440.4397396989,480.939915396875,525.13557697215,573.468067634775,626.8151444803,686.549901061675,754.2778630579,832.372959218375,922.26553915025,1025.01308861433,1141.17522715698,1270.29964945973,1413.29675160265,1572.63612037673,1752.32492428193,1957.21956310073,2192.99043720703,2467.39222548508,2787.75548964918,3156.209115253,3572.6238281888,4041.44167195418,4565.69045405153,5143.71883846285,5779.13168495283,6481.6621572273,7323.7985344017,8393.48360022458,9670.17010052055,11120.9371273083,12762.7032972551,14612.4829461945,16681.0098345558,18981.4259279381,21541.7027889992,24377.520841683,27462.5674050732,30766.4722477287,34287.700215136,38012.6509267379,41906.4646345003,45937.5576526982,50083.055430897,54291.0458120098,58418.4675223763,62511.7213511834,65883.4011634591,69953.8619275461,69696.9696969697,83333.3333333333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2099,131.788098340882,12.1751308861353,5.391252849975,2.50955053075,2.1754896636,2.15789304965,1.989122842125,1.821968146425,1.807985044975,1.793314475075,1.778017680025,1.908231315725,2.326401796075,3.02554405065,3.7832638772,4.59300599015,5.943638239725,7.5396190691,9.286684377075,11.01300950455,12.5709059651,13.9030160638,14.709590122325,15.265163263225,15.86576746485,16.8827410175,18.171020655725,19.606115445725,21.3038430187,23.4977453032,26.074050506175,28.54764331975,30.89284657695,33.310716979125,35.8750691056,39.064730773025,42.716705466075,46.69455577095,51.3698159896,56.778123805,62.962764496075,69.534936270875,76.498574694525,83.83516708555,91.52233117765,99.4629994783,107.343925136325,115.177821949725,122.9940129667,130.854382660275,138.84976601015,147.250924522525,156.33884511275,166.35160161395,177.86092795085,190.942386885225,206.098353899675,225.06064899235,247.95576729505,273.65975438685,301.570850297875,331.341421436675,363.233760588275,397.811443976075,434.9770899837,475.137225363825,518.9087303145,566.590263463425,619.29329161495,678.246837864125,745.16227307905,822.33769639475,911.2338203591,1012.88149565895,1127.63794150398,1255.1909355485,1396.42644948548,1553.80651671583,1731.3098290469,1933.8199608082,2166.9393472963,2438.0520089214,2754.49191723405,3118.6755051509,3530.5119973274,3994.00995690298,4511.77632410415,5083.16040535123,5711.6378474386,6406.16697441063,7240.60350984468,8303.05743681233,9571.61862940112,11014.2358971108,12648.8860063203,14491.7657750344,16553.7125513302,18848.7338303826,21405.8294566095,24239.5985877404,27323.6914289381,30629.2925679078,34155.4725181218,37888.4433223898,41792.3390498771,45844.1414353862,50023.6351248786,54219.4119795119,58386.4062078986,62362.3102842542,65645.0135619234,70933.1265653474,70745.9207459208,83333.3333333333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2100,129.818749293765,12.1083633199706,5.392104167,2.51117928855,2.177968928125,2.08442581035,1.916323969275,1.826710615575,1.813512356975,1.79952520415,1.784776169625,1.915982206325,2.336205879125,3.03837711065,3.727784754975,4.53996768765,5.8954537262,7.424951033975,9.174430720825,10.90138031445,12.39183405045,13.655213115675,14.520577915075,15.133282315375,15.726226792875,16.61179249745,17.891337988275,19.379956046225,21.07010060915,23.31820603585,25.76680488535,28.0547893115,30.463832000075,32.949355369075,35.46299100415,38.608824746825,42.1652059055,46.119618334475,50.905775552475,56.1884107393,62.134373958525,68.72689561955,75.54190604335,82.7440772729,90.373107889225,98.19744201665,105.9439552985,113.7256114888,121.46611293565,129.2317865896,137.2634030848,145.5730169611,154.56822632645,164.405028619425,175.676790078875,188.556875187775,203.56876381765,222.32975713505,244.898114238825,270.41679157265,297.97511767505,327.280505606375,358.828045412775,392.978822911275,429.75837778145,469.46469478535,512.615084540125,559.69604406825,611.816404217375,670.079223348675,736.162336372325,812.46543348325,900.440739276225,1000.75165756903,1114.09905781658,1240.18331724123,1379.76790415908,1535.31637001095,1710.48527771625,1910.61981878845,2141.11834753105,2409.0050639,2721.78676185763,3081.62951945388,3488.71368783668,3947.04751738735,4458.86165463807,5023.27618590143,5644.53034926138,6331.32101324785,7157.52050428485,8213.00971464355,9474.3790395501,10908.467570401,12535.4712316924,14371.7743616165,16427.156124339,18716.1049926521,21268.5997898167,24100.5623408574,27185.4615498493,30495.1672801171,34027.2105626332,37765.9694298415,41675.3741683713,45738.8636567449,49933.776560301,54115.0033827921,58345.0536626987,62585.638938137,66260.2758273253,72395.1743095249,71794.8717948718,83333.3333333333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2101,128.582705399882,11.8079877018353,5.390994753725,2.511742661775,2.1794329176,2.0098135976,1.842444959375,1.830559002925,1.818210875875,1.729961654925,1.71589264225,1.923251337325,2.272496665625,2.977961361475,3.743515308375,4.487693937525,5.847569362225,7.382620355725,8.997905033,10.7271834312,12.28537675485,13.416651349675,14.2760628734,15.010320440075,15.5954745639,16.349431674375,17.619693205125,19.160534335025,20.84129396455,23.019511108,25.33795351965,27.6207442168,30.028431709825,32.4553100818,35.036767857625,38.131406789625,41.6454236561,45.69134633935,50.333930398275,55.486008655325,61.373871280575,67.917667323025,74.63650230175,81.756601846875,89.319633041525,97.030549915125,104.60421112005,112.311878475925,120.058741079275,127.686260279075,135.5645844747,143.793576139575,152.693860417025,162.432054992675,173.63355358365,186.319148481375,201.103682084375,219.683003758075,242.010823375475,267.27884213055,294.3810860358,323.30035871855,354.5298256915,388.201248392775,424.61859931725,463.851144198,506.408628845825,552.95577575285,604.419667831125,662.045596807375,727.38873197705,802.74413446025,889.72149476245,988.779670386375,1100.75917023063,1225.4891568551,1363.37896261998,1516.9733610878,1690.12361500968,1887.86438988718,2115.48890820943,2380.13155056005,2689.36960820858,3045.00385435183,3447.21539277265,3900.38026305993,4406.46260822745,4964.5126938748,5578.3344565231,6257.1485730475,7075.62027274073,8123.07111627025,9377.18882830425,10804.3214695723,12423.358846143,14252.1350672605,16301.4988064406,18585.1485079684,21132.8163806938,23962.4562210172,27047.9561706426,30360.8907553725,33897.283364821,37641.2380567376,41564.3309699572,45648.9562683675,49841.4088587681,54021.6230799046,58225.2453706938,62612.1015020869,65959.4433287473,70615.0438708578,70421.2454212455,83333.3333333333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2102,127.143839740235,11.5592641712294,5.308917035425,2.51137808115,2.179969227925,2.0111231231,1.8445204896,1.8334964023,1.746271872,1.583634334175,1.646083066025,1.855812475675,2.133865075725,2.8439946966,3.6863074969,4.435475432775,5.729952118175,7.34086556485,8.96166159635,10.625334536125,12.184747861125,13.314090203775,14.1685508406,14.896388214825,15.35002721735,16.095584926025,17.3577795245,18.888447735,20.619942352625,22.665379886125,24.9740472435,27.30989382745,29.6513199162,32.01559163205,34.660909070375,37.638576795675,41.0410689798,45.169024515,49.72056635965,54.794252754675,60.6797506721,67.0479964803,73.662503985125,80.81579840045,88.36459436855,95.95420323315,103.47675402205,111.0743900573,118.68843787725,126.204591151725,133.885509753175,141.961247545375,150.7233730872,160.4783477463,171.51843491325,184.06741209095,198.698049421475,216.9616857481,239.1212669551,264.05011613755,290.808513243475,319.463082042425,350.32474322005,383.5316409098,419.449089403375,458.3204172438,500.44042863005,546.37968113695,597.149242342925,653.99912299475,718.64504181575,793.146731621325,879.0567330651,977.112107393075,1087.686831998,1210.74329746953,1347.04888131523,1498.87747802408,1670.06652680103,1865.40853401238,2090.23199888188,2351.69943040448,2657.18104110535,3008.80001505283,3406.3434578198,3854.0370764017,4354.41628318645,4906.3990060148,5513.31288703738,6184.15897394955,6994.5431418201,8034.26293359337,9280.49617600005,10700.5339457418,12312.7007590684,14133.9410678635,16176.5937658122,18455.3168559658,20999.4372138727,23826.1017102946,26910.7938207327,30224.0902478994,33762.1120493414,37516.611629015,41452.8330575469,45540.2948985234,49747.3065493364,53945.5830140746,58108.6552053668,62432.7553534869,65846.9779105359,69704.9689440994,71607.1428571429,85416.6666666667,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2103,125.701898621118,11.6266722486647,5.1470490476,2.4315715012,2.1021219435,1.9340092685,1.8457505767,1.835550585375,1.6733112112,1.511187607225,1.650337460675,1.78736587545,2.067142729425,2.7819137502,3.6282419353,4.453851307325,5.6832465651,7.230261859625,8.7886004098,10.45792057645,12.023618623025,13.152315439175,14.005396191425,14.665190445675,15.1131141697,15.851497406425,17.105214837225,18.6261319884,20.407519580875,22.50195312765,24.798753819375,27.12422212985,29.396755565325,31.695025829,34.277323076825,37.195943689925,40.543177328625,44.621406817575,49.195108382,54.18065362085,59.868660283025,66.178254998625,72.80750295355,79.862770637575,87.267693891575,94.78815708385,102.193440537625,109.566221601175,117.13440026035,124.63994861875,132.32786477635,140.3827075207,148.991268442725,158.607907298425,169.43321334095,181.755709174375,196.18254865135,214.21784803675,236.1368722756,260.677945349125,287.173609601675,315.55970980085,346.05501273535,378.967967640425,414.388614749825,452.7361924034,494.37178419075,539.787571246925,589.995144400425,646.17414637815,709.97999940195,783.53092036195,868.40613934405,965.4618644976,1074.8268816604,1196.24875424603,1330.94720859608,1481.13331224945,1650.23064721243,1843.1552241522,2065.35270387118,2323.77026365025,2625.5359547516,2972.97124035875,3366.00257039068,3808.46528425385,4303.0401677791,4848.77730714415,5448.85209929825,6112.31507555213,6914.37034047173,7946.31718190307,9185.27607493695,10597.4535934395,12202.4827392935,14017.0579293663,16053.1325844071,18326.1109057774,20866.413487647,23690.3177770064,26773.499694759,30086.668416296,33628.7927877795,37392.4949925326,41344.1757807872,45437.5277690606,49672.5471553782,53939.7905024011,58093.4704368058,62378.0907233495,66343.6202966592,70701.9927536232,74166.6666666667,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2104,124.264781676765,11.6913858789706,5.0639630045,2.351255737,2.023644063625,1.856190765775,1.846200030625,1.836770292925,1.675144650325,1.513587499075,1.65379685675,1.79192288335,1.999482973425,2.717541656925,3.569141611225,4.3988673468,5.706646839025,7.190198854875,8.61633651485,10.292347579225,11.865657694775,12.995626498525,13.722009313,14.37742968245,15.009310039525,15.74006826825,16.98526503205,18.435307115475,20.205449640075,22.34838127445,24.631980006025,26.8842331601,29.0853029993,31.3142096315,33.829381457525,36.74516628105,40.15586058535,44.178806491725,48.642177877775,53.590175669375,59.193214903275,65.4327456625,71.947237918825,78.900586710225,86.0916821166,93.47334101095,100.8758092629,108.136241643225,115.603908685475,123.066626779,130.687018920225,138.69160669575,147.164848792475,156.51731777555,167.379893444775,179.6571629665,193.905933356225,211.783826003975,233.3380924854,257.481473059975,283.654507788925,311.7364852534,341.8667542399,374.36587854635,409.447897640775,447.3187712179,488.344484332075,533.211805131525,582.870018248025,638.5355841472,701.566329424025,774.01936143095,857.81077126805,953.77221180905,1061.87705308248,1182.06756105013,1315.211584351,1463.50977393458,1630.67336442748,1821.2455348426,2040.78258097978,2296.29249323408,2594.40827460433,2937.4664037799,3325.92016405988,3763.5926181773,4252.4215953975,4791.53531216833,5384.9314734686,6041.13080710645,6835.30442845508,7859.08169036358,9090.49618356763,10495.7254699699,12093.1778600878,13900.8241418788,15930.6684592246,18197.7918676719,20733.2119637556,23555.2299769943,26637.9239331997,29952.8554345719,33500.8792632489,37272.0486921944,41237.4746576759,45350.7036329148,49587.3969587209,53869.6517636439,58066.5530826669,62470.2097759413,66591.5796503157,70854.1666666667,74166.6666666667,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2105,122.654082878529,11.4897796363412,5.0592966878,2.34931436615,2.0222897671,1.855397377925,1.845971316575,1.8372169377,1.676220114375,1.5152696266,1.656445434675,1.7956203522,1.93071096245,2.651852195725,3.508613412975,4.270365036825,5.657002621925,7.219548293575,8.582136429,10.196147061575,11.64363198925,12.77605803355,13.570618350725,14.223248541675,14.851681618625,15.575653550125,16.814056574175,18.2548499197,20.0144645054,22.0238598457,24.23333964475,26.471488492875,28.720022934925,30.937591566175,33.44329746235,36.351662299825,39.63686213775,43.600042624475,48.00829073345,52.846668400575,58.53749924475,64.756960649325,71.082986022075,77.866051219625,84.961005820375,92.25648670365,99.64580675465,106.9671419982,114.265837969625,121.630964818825,129.154349233875,136.918196204775,145.286310692475,154.6246435037,165.400683198025,177.658521472175,191.800015031425,209.32329514625,230.53613895545,254.3991457495,280.241491187525,307.9494115452,337.731516319225,369.8798871102,404.555920278725,441.9773449113,482.428383038925,526.7130008271,575.813420511125,630.8392263872,693.2156099441,764.849748216175,847.597937708175,942.335682454625,1049.08983422893,1167.87902340938,1299.56121922668,1446.03716447828,1611.1346976466,1799.64353549578,2016.61379257795,2269.07566896775,2563.718846913,2902.63312285915,3286.34822703343,3718.90886084758,4202.34289365318,4735.27413355692,5321.86443132815,5970.75947195332,6757.2865603872,7773.34775862055,8996.58937690797,10394.2970987282,11984.7833789623,13785.2637130531,15808.7172858234,18070.5408126779,20600.9465061253,23419.6448580653,26502.1045972581,29820.1255644243,33373.766329434,37149.805227919,41118.8755696459,45244.7092240416,49486.0034074407,53802.2619304879,58139.4366267197,62477.9242518646,66482.1803494538,71240.1960784314,74583.3333333333,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
