year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
2137,83.3953240963522,7.52163733088231,3.39565978540738,1.64438073672509,1.37820613360259,1.24219561855439,1.23361790318007,1.22625618490803,1.1587040398919,1.03132082257128,1.08605754593837,1.2010833722563,1.31452121525966,1.78416825632542,2.36845794019942,2.94411000732716,3.74579114539926,4.87951616918116,5.98414700311663,6.91468846041935,7.95162080228033,8.74170403120064,9.13886498497466,9.63358165394175,10.1476706794724,10.6241586778991,11.3632581979399,12.2573947582443,13.4000921740151,14.8312628058129,16.5024278999066,18.0176623213113,19.3144051690614,20.9058265223047,22.6049480893205,24.6046220382171,26.9377899770066,29.5060384894717,32.5185749645906,35.7773314536263,39.578457242394,43.8298709237747,48.2240254369571,52.8169715417406,57.6151451636255,62.5459046874045,67.53489057394,72.5661280565511,77.5876577499578,82.5335856266172,87.5824175780111,92.8892233596663,98.583260293032,105.032237143123,112.406148559796,120.662971603295,130.185956826693,142.116308619213,156.601561544366,172.843645161113,190.405206861874,209.243332421038,229.439594693674,251.210291987182,274.75520196243,300.185869607496,327.809916850532,358.084497388211,391.43677018872,428.732075746594,471.160310476719,519.953842810345,576.311762869354,640.860280315241,713.649235037695,794.495450723231,884.180005959767,984.31639597573,1097.15690002257,1225.88371262852,1374.26764862327,1547.08842016987,1749.03178741807,1981.7585564245,2245.40083774277,2542.75899651126,2875.56062134539,3243.2653315063,3648.80179167833,4098.34744320064,4655.63183699129,5458.36493324216,6450.4360880632,7609.63625718863,8959.54714043844,10524.5839245029,12326.1562897631,14388.3722365894,16749.743952118,19440.9399502806,22455.3499729689,25780.6372877949,29427.9662374358,33391.2668130111,37643.4967863004,42153.5074112755,46881.6139335757,51739.356233308,56690.4324086597,61879.8569796249,66261.5780667892,69575.9691838695,72303.1837255952,86607.1428571458,99999.9999999971,100000,99999.9999999971,100000,99999.9999999971,100000,99999.9999999974,100000,99999.9999999974,100000,99999.9999999974,100000
2138,82.3950971042032,7.43138200291076,3.3549124659202,1.62464836968116,1.36166781774509,1.22728940719525,1.21881461850621,1.21154123394355,1.14479969961749,1.01894506541983,1.073024955726,1.18667049284476,1.29874711342153,1.76275848651612,2.34003685537222,2.90878133321449,3.70084270095565,4.82096370692641,5.91233987942754,6.83171585762627,7.85620616367623,8.63680936919165,9.02920501498219,9.51798572413219,10.0259063577642,10.4966773150145,11.2269089008047,12.1103175180857,13.2393048216651,14.6533043651314,16.3044195891243,17.8014750283318,19.0826607900887,20.6549898108314,22.3337274023945,24.3094120560966,26.6145905269159,29.1520306910768,32.1284302180104,35.3480980739588,39.1036310175917,43.3040538191476,47.6455082365211,52.1833735862705,56.9240089399059,61.7956444512068,66.7248115522276,71.6957267917477,76.6570550642857,81.5436922407293,86.5320043473274,91.7752012300898,97.4009924545078,103.772680138735,111.058223432015,119.216110938946,128.624993437895,140.412428144262,154.724185302592,170.771769353416,188.123070759776,206.735707775719,226.690281436445,248.200517952276,271.463818568064,296.5904141515,323.884273898537,353.79711327535,386.751028333125,423.601078958441,465.523032304982,513.734672562103,569.42093448855,633.200759905143,705.123646099091,785.008875950922,873.628492390017,972.577274408414,1084.08128590176,1211.28571175569,1357.91788592108,1528.70256671865,1728.27252676867,1958.27189439143,2218.83413964689,2512.73097752016,2841.67446946039,3205.13578489876,3606.01634752774,4050.43022351205,4601.37569922726,5398.24608489515,6383.53710246173,7535.62755745699,8878.21527602001,10435.8836316286,12230.2924531844,14285.820250385,16641.2286780173,19327.5469101887,22338.7355125666,25662.9631145264,29311.7754571847,33279.4471958416,37539.2094397628,42060.0381932629,46802.1754314001,51676.929809439,56647.420910662,61857.8720405623,66261.5780667891,69575.9691838696,72303.1837255951,86607.1428571459,99999.999999997,100000,99999.999999997,100000,99999.999999997,100000,99999.9999999972,100000,99999.9999999972,100000,99999.9999999972,100000
2139,81.4068666363998,7.34220968703737,3.31465410709172,1.60515278862021,1.34532795978494,1.21256206873966,1.20418897168647,1.19700286091159,1.13106221012793,1.00671781624157,1.06014875539211,1.1724305665335,1.28316229897253,1.74160563095336,2.31195681863755,2.87387659543961,3.65643362525405,4.76311385343802,5.8413944095397,6.74973888216387,7.76193644300602,8.53317337369422,8.9208608877162,9.40377686088505,9.90560311520505,10.3707256259963,11.0921956776286,11.9650050668565,13.0804467525125,14.477481225201,16.1087871282094,17.5878816870433,18.8536970019091,20.4071627414671,22.0657608994961,24.0177440480575,26.295268821979,28.8022702104425,31.7429662707411,34.9240143599242,38.6345013246774,42.7845448240744,47.0739311898398,51.5573763386308,56.2411634056983,61.0543838517533,65.924449404502,70.83576563698,75.7376142229544,80.5656714629194,85.4941891698342,90.6745395879876,96.2329030600506,102.528227866861,109.726462029914,117.786599472567,127.082746404998,138.728976068424,152.869315487436,168.724729109436,185.868287613378,204.258135133917,223.973912464165,245.226804301957,268.211863743461,293.038023014131,320.005641948327,349.561062472546,382.121377724978,418.531489117725,459.953202312727,507.589889837122,562.612498171961,625.632785585065,696.699907850128,775.635574452649,863.20289711503,960.978155563531,1071.16150335311,1196.86154599241,1341.76263754125,1510.53521377633,1707.75965781199,1935.06358276168,2192.58176825646,2483.05756623107,2808.18763841776,3167.45450945497,3563.73260073855,4003.07324425562,4547.75185555094,5338.7893901364,6317.33194193091,7462.33864083335,8797.62171590045,10347.9308972338,12135.1741754764,14183.9991953591,16533.4164334523,19214.8152569214,22222.7266509367,25545.8260579669,29196.0434343383,33168.002036666,37435.2110103444,41966.7762295277,46722.8715337122,51614.5787065381,56604.442045842,61835.8949124025,66261.5780667889,69575.9691838698,72303.1837255949,86607.1428571461,99999.9999999968,100000,99999.9999999968,100000,99999.9999999968,100000,99999.9999999971,100000,99999.9999999971,100000,99999.9999999971,100000
2140,80.4304888090059,7.25410738773897,3.27487884148013,1.58589115213952,1.3291841782501,1.1980114567324,1.18973883108536,1.18263894689473,1.11748956922939,0.994637292954183,1.04742706827263,1.15836151790275,1.26776450048599,1.72070660670209,2.28421373747742,2.83939070685948,3.61255744602064,4.70595817766017,5.77130025398768,6.66874558703097,7.66879790194719,8.43078094154334,8.81381681398688,9.29093842041667,9.7867434199576,10.246285255988,10.9590988969354,11.8214362287448,12.9234948171393,14.303767764819,15.9155020099617,17.376851173575,18.6274804415334,20.1623092032868,21.8010095359867,23.7295755169583,25.9797783370319,28.456706089064,31.3621269644404,34.5050185291509,38.1709998218582,42.2712682615833,46.5092110396925,50.9388886199296,55.5665091080579,60.3220149352198,65.1336875771461,69.9861193673638,74.8292013484554,79.5993808952036,84.4688209517147,89.5870782007925,95.0788220735065,101.298699190049,108.4106705252,116.374229171223,125.558991314039,137.065707468715,151.036682286578,166.702226725411,183.640529578875,201.810254344874,221.290093014286,242.288718993379,264.998865160752,289.528180395496,316.173458026063,345.375730360569,377.547146917125,413.522571315939,454.450013504666,501.518604885902,555.885468776454,618.155263202092,688.376803534631,766.374193702879,852.901717467262,949.517369745254,1058.39569521881,1182.60914528501,1325.79958933267,1492.5837646469,1687.49025612469,1912.13032268644,2166.64000458172,2453.73457500103,2775.09542254493,3130.21623506147,3521.94466846329,3956.26995519024,4494.75293728793,5279.98755595571,6251.81341064819,7389.76250695527,8717.75975799269,10260.7194209597,12040.7956582271,14082.9038618574,16426.3026637598,19102.7411328123,22107.3202431014,25429.2236664793,29080.7683575793,33056.9300815112,37331.5006976306,41873.7210605139,46643.7020124317,51552.3028337262,56561.4957894408,61813.9255923703,66261.5780667888,69575.9691838699,72303.1837255948,86607.1428571462,99999.9999999966,100000,99999.9999999966,100000,99999.9999999966,100000,99999.9999999969,100000,99999.9999999969,100000,99999.9999999969,100000
2141,79.4658214638014,7.16706226543122,3.2355808720519,1.56686065293283,1.31323412024591,1.18363545047542,1.17546209064677,1.16844739840232,1.10407979875416,0.982701734860159,1.03485804022324,1.14446129643757,1.2525514737921,1.70005836782202,2.25680356848331,2.80531864137567,3.56920776864708,4.64948834970669,5.70204719737507,6.58872416858413,7.57677696702883,8.32961715080201,8.70805719406362,9.1794539586566,9.66930995055324,10.1233380703765,10.8275991628095,11.6795900820288,12.7684261438964,14.1321386702081,15.7245360692311,17.1683527374999,18.4039781462795,19.9203935186395,21.5394347356966,23.4448644755447,25.6680731051189,28.1152879798267,30.9858568145313,34.0910495404925,37.7130589872435,41.7641493625823,45.9512655276501,50.3278203450665,54.8999477870518,59.5984310427267,64.3524109146002,69.1466642600365,73.931684169035,78.6446798474943,83.4557504112846,88.5126587576097,93.9385814978942,100.083915143069,107.110657413881,114.978794496488,124.053506441839,135.422380358615,149.226019122271,164.703968066149,181.439472741892,199.39170957397,218.638433054592,239.385835160044,261.824356150235,286.06037667366,312.387165899721,341.240509679093,373.027672500051,408.573599439841,449.012668540946,495.519938601241,549.238872938032,610.767111680551,680.153130932367,757.223397325741,842.723468711512,938.193267170829,1045.78202647415,1168.52646423031,1310.02645467584,1474.84565349391,1667.46143199342,1889.46885441295,2141.00517363455,2424.75786563991,2742.39317162187,3093.41575356309,3480.64673683607,3910.01388265917,4442.37166163741,5221.83336966864,6186.9743874206,7317.8922235434,8638.62276104902,10174.2429555461,11947.15114812,13982.5290773571,16319.8828437844,18991.3207026953,21992.5131604155,25313.153499617,28965.9484227423,32946.2300806034,37228.0777034246,41780.8722276845,46564.6666398644,51490.1021002341,56518.582116718,61791.9640776918,66261.5780667887,69575.9691838701,72303.1837255947,86607.1428571464,99999.9999999965,100000,99999.9999999965,100000,99999.9999999965,100000,99999.9999999968,100000,99999.9999999968,100000,99999.9999999968,100000
2142,78.5127241475831,7.08106163459741,3.19675447133688,1.54805851738121,1.29747546111216,1.16943195471885,1.16135666958703,1.15442614706538,1.09083094427237,0.970909402390215,1.02243983934922,1.13072787622899,1.2375210016508,1.67965790492374,2.22972231676693,2.77165543320182,3.52637827525854,4.5936961396471,5.63362514688571,6.50966296481734,7.48586022765344,8.22966725858659,8.60356661540164,9.0693072288512,9.55328559336778,10.0018661521494,10.6976773120696,11.5394459560274,12.6152181355713,13.9625689313279,15.5358614788139,16.9623559973542,18.1831575489686,19.6813804379494,21.2809983853042,23.1635694403316,25.3601077107957,27.7779661396708,30.6141010021183,33.6820470851349,37.260612109009,41.2631142549672,45.4000133820925,49.7240825096114,54.2413823614473,58.8835267948051,63.5805056425918,68.3172780761414,73.0449319994348,77.7014293171162,82.4548300572585,87.4511248461695,92.8120153509497,98.8836989068552,105.826233488401,113.600092374529,122.566072723735,133.798755652863,147.437062612567,162.729662522258,179.264797070388,197.002149250997,216.018547226518,236.517731049781,258.687875632602,282.634108330649,308.646215998358,337.154800438582,368.562299005665,403.683856066198,443.640379621622,489.593022390943,542.671748930987,603.467262865716,672.027702185389,748.181864902196,832.666683830923,927.004217733084,1033.31868396373,1154.61148178211,1294.44097415536,1457.31834497374,1647.67033000284,1867.07595682119,2115.67364390785,2396.12334882642,2710.07629022764,3057.04791803444,3439.83306016378,3864.29862869464,4390.60083067141,5164.31969803181,6122.80782491072,7246.72092573937,8560.20414410883,10088.4953063844,11854.2349365841,13882.869706202,16214.1524776876,18880.550153774,21878.3022904813,25197.6131280725,28851.5818327851,32835.900788354,37124.9412317406,41688.2292735193,46485.7651887024,51427.9764154019,56475.7010029522,61770.0103655936,66261.5780667885,69575.9691838702,72303.1837255945,86607.1428571466,99999.9999999963,100000,99999.9999999963,100000,99999.9999999963,100000,99999.9999999967,100000,99999.9999999967,100000,99999.9999999967,100000
2143,77.5710580917161,6.99609296193976,3.15839398059354,1.52948200514884,1.28190590408433,1.15539889935559,1.14742051209169,1.14057314933517,1.07774107480714,0.959258576849737,1.01017065573839,1.11715925567874,1.22267089342869,1.65950224473009,2.20296603537795,2.73839617613992,3.48406272379292,4.53857341630717,5.56602413081279,6.43155045366252,7.39603443414257,8.13091669891827,8.50032985039589,8.960482179196,9.4386534401275,9.88185179928415,10.5693144114761,11.4009834280884,12.4638484660947,13.7950338382303,15.3494507453978,16.7588309362099,17.9649864731801,19.4452351345795,21.0256628287824,22.8856494255593,25.0558372835125,27.4446914223447,30.2468053660009,33.2779515778104,36.8135932756778,40.7680899528611,44.8553743063708,49.127587176841,53.590716914573,58.1771980760502,62.8178593515678,67.4978400430268,72.1688157218629,76.7694919685679,81.4659141672767,86.4023219300577,91.6989596409652,97.697875782778,104.557211810093,112.237922166559,121.096473721708,132.194597132672,145.669552532998,160.779022967878,177.116186368127,194.64122601905,213.43005478915,233.683989963469,255.588968051964,279.24887787934,304.950065332341,333.11800983324,364.150378812238,398.852632357783,438.332368372517,483.736998052045,536.183146528746,596.254661369376,663.999343626461,739.248291779506,822.729913315531,915.948610765777,1021.00387614084,1140.8622009611,1279.04091523624,1439.99933387318,1628.11412862854,1844.94844696598,2090.64182686105,2367.82698353096,2678.1402370946,3021.10764206015,3399.49796012665,3819.11787013288,4339.43333034567,5107.43948636794,6059.30674887072,7176.24181545005,8482.49738595133,10003.4703310736,11762.0413594453,13783.9206493402,16109.1070987579,18770.4256954906,21764.6845370643,25082.6001336269,28737.6667977609,32725.9409633455,37022.0904887982,41595.7917415126,46406.9974320225,51365.9256886794,56432.8524234406,61748.0644533038,66261.5780667884,69575.9691838704,72303.1837255944,86607.1428571467,99999.9999999962,100000,99999.9999999962,100000,99999.9999999962,100000,99999.9999999965,100000,99999.9999999965,100000,99999.9999999965,100000
2144,76.6406861919289,6.91214386455284,3.12049380898427,1.51112840878356,1.26652317995878,1.14153423911958,1.13365158701584,1.12688638618531,1.06480828255311,0.947747560168294,0.99804870119736,1.10375345720752,1.20799898477969,1.63958844964281,2.17653082472876,2.70553602286526,3.44225494709111,4.48411214608387,5.49923429710556,6.35437525131031,7.30728649580593,8.03335108060036,8.39833185416189,8.85296295049643,9.32539678544508,9.76327752216823,10.4424917549719,11.2641823206125,12.3142950772873,13.6295089774586,15.1652767055555,16.5577478973012,17.7494331285631,19.211923199757,20.773390861912,22.6110639372212,24.7552174910757,27.1154152712436,29.8839163947828,32.8787041481169,36.3719373665188,40.2790043459819,44.3172689671109,48.5382474649299,52.9478566803485,57.4793420199582,62.0643609803241,66.6882308366604,71.3032077671933,75.8487321135259,80.4888587666899,85.3660973262177,90.5992523429169,96.5262731672087,103.30340768198,110.892085639633,119.644495592887,130.609671411361,143.923231778732,158.851765718924,174.993328228696,192.308596684041,210.872579563889,230.8842001945,252.527183309688,275.904193791229,301.298177414538,329.129552154999,359.791272050477,394.079227960619,433.087865732446,477.951017646557,529.772126866379,589.128264417253,656.066895609526,730.421388882977,812.91172495335,905.024854811742,1008.83583280995,1127.27664856828,1263.82407194414,1422.88614475142,1608.79003983479,1823.08317962459,2065.90617641182,2339.8647764454,2646.58052447027,2985.58989902343,3359.63582498827,3774.46535773953,4288.86212952211,5051.1857577005,5996.46425738434,7106.44816069821,8405.49602455327,9919.16193898038,11670.5647965812,13685.6768440626,16004.7422692217,18660.9435593967,21651.6568200094,24968.1121090991,28624.20153479,32616.3493683179,36919.5246830158,41503.5591761709,46328.3631432864,51303.9498296253,56390.0363534992,61726.1263380511,66261.5780667883,69575.9691838705,72303.1837255943,86607.1428571469,99999.999999996,100000,99999.999999996,100000,99999.999999996,100000,99999.9999999964,100000,99999.9999999964,100000,99999.9999999964,100000
2145,75.7214729883515,6.829202108119,3.08304843276052,1.49299505332233,1.25132504676207,1.12783595328774,1.12004788758807,1.11336386281757,1.05203068259841,0.936374674652147,0.9860722089909,1.09050852696682,1.19350313732962,1.61991361731441,2.15041283202613,2.67307018421996,3.4009488519982,4.43030439177455,5.43324591193355,6.27812611055103,7.21960347903355,7.936956185121,8.29755776234323,8.74673387385665,9.21349912438513,9.64612604105039,10.3171908609563,11.1290226981124,12.1665361756453,13.4659702284903,14.9833125217865,16.3590775797028,17.5364661062038,18.9814106375599,20.5241457268606,22.3397729671642,24.4582045331894,26.790089712336,29.5253812190759,32.4842466319415,35.9355800420602,39.7957861891386,43.7856189826578,47.9559775342964,52.3127080294829,56.7898569939456,61.3199007998326,65.8883325642531,70.447982096391,74.9390156910886,79.523521607598,84.3423001827239,89.5127333748793,95.3687205263989,102.064638621888,109.562386937804,118.209927058431,129.043747900401,142.197846327169,156.947610491834,172.895913990088,190.0039221648,208.345749879783,228.117954968963,249.502076699021,272.59957042506,297.690022182444,325.188848708536,355.484346510722,389.362950902452,427.906111841785,472.234243378675,523.43776230475,582.087041698238,648.229212342203,721.699882529951,803.21070362394,894.231377393797,996.812804872198,1113.85287490182,1248.78826454934,1405.97633158618,1589.69530867706,1801.47704684963,2041.46318843364,2312.23278141947,2615.3927174867,2950.48972140307,3320.24110881482,3730.33491534529,4238.88027900263,4995.55161189791,5934.27352011669,7037.33329497953,8329.19365655153,9835.5640908026,11579.7996715787,13588.1332637443,15901.053580056,18552.0999990238,21539.2160751571,24854.1466582953,28511.1842680324,32507.1247701541,36817.2430250051,41411.5311230107,46249.8620963394,51242.0487479076,56347.2527684627,61704.1960170655,66261.5780667882,69575.9691838707,72303.1837255941,86607.142857147,99999.9999999958,100000,99999.9999999958,100000,99999.9999999958,100000,99999.9999999962,100000,99999.9999999962,100000,99999.9999999962,100000
2146,74.8132846457926,6.74725560512536,3.04605239445773,1.47507929590133,1.23630928942419,1.11430204538545,1.10660743111805,1.10000360837105,1.03940641264995,0.925138262739732,0.97423943358443,1.07742253455406,1.17918123836457,1.60047488022518,2.12460825070966,2.64099392851499,3.36013841847541,4.37714231142018,5.36804935826796,6.20279191913556,7.13297260541099,7.84171796458105,8.19799288894535,8.64177946839609,9.10294415005892,9.53038028352249,10.1933934695922,10.9954848643081,12.0205502291646,13.3043937602218,14.8035316786065,16.1627910340607,17.3260543740492,18.7536638599632,20.2778911068273,22.0717369872589,24.1647551350732,26.4686673471733,29.1711476037978,32.0945215629868,35.5044577347163,39.3183650918526,43.2603469116583,47.3806925750994,51.6851784558376,56.1086425845474,60.5843703972618,65.0980287470917,69.6030141821595,74.0402102482576,78.5697621481406,83.3307814568204,88.4392445747225,94.2250493716579,100.84072433589,108.24863255362,116.792559372788,127.496598775869,140.49314520099,155.066280362799,170.823638689821,187.726867443797,205.849198519515,225.38485238654,246.5132088405,269.334527956311,294.125075921246,321.29532772731,351.228977551258,384.703117492444,422.786355932384,466.585847473477,517.179136296292,575.129975215434,640.485161720285,713.082514246024,793.625451094444,883.566624788382,984.93306407403,1100.5889534772,1233.93133925453,1389.26747742412,1570.82721290925,1780.12697752735,2017.30940025947,2284.92709890391,2584.57243353728,2915.80220007867,3281.30833070347,3686.72043899162,4189.48091057417,4940.53022482716,5872.72777757192,6968.89061662581,8253.58393671068,9752.67079813697,11489.7404513941,13491.2849175872,15798.0366508026,18443.8912897557,21427.3592542607,24740.7013959591,28398.6132286592,32398.2659398666,36715.2447275646,41319.7071285562,46171.4940654101,51180.2223533033,56304.5016436846,61682.2734875776,66261.578066788,69575.9691838708,72303.183725594,86607.1428571472,99999.9999999957,100000,99999.9999999957,100000,99999.9999999957,100000,99999.9999999961,100000,99999.9999999961,100000,99999.9999999961,100000
2147,73.9159889342538,6.66629241310224,3.0095003021,1.45737852537077,1.2214737194557,1.10093054289555,1.09332825870752,1.08680367563501,1.02693363276197,0.914036686760072,0.96254865038963,1.06449357273134,1.16503120052291,1.58126940526523,2.09911331989704,2.60930258084053,3.31981769872274,4.32461815716246,5.30363513448008,6.1283616981559,7.04738124985704,7.74762253964688,8.09962272419533,8.53808443899343,8.99371575124797,9.41602338203158,10.0710815401446,10.8635493592563,11.8763159642029,13.1447560274959,14.6259079786836,15.9688596583731,17.1181672723851,18.528649681945,20.0345911207502,21.8069169436404,23.8748265411574,26.1511013459847,28.8211639405613,31.7094721643992,35.0785076395274,38.8466715081041,42.7413762417805,46.8123087948856,51.0651765629534,55.4355995827936,59.8576626601886,64.3172043035784,68.7681809908092,73.1521849206525,77.6274415320356,82.3313938932238,87.378629677089,93.0950932348281,99.6314866920637,106.950631299959,115.39218629332,125.967998945297,138.808880431652,153.207501727497,168.776201020594,185.477101518432,203.382562666033,222.68449536212,243.560145618131,266.108592307525,290.602821187806,317.448424290602,347.024548007716,380.099052222056,417.727856218785,461.005012057061,510.995343252391,568.256059138977,632.833625164215,704.568040583445,784.154585818055,873.029061801907,973.194902758733,1087.48298075077,1219.2511678863,1372.75719403536,1552.18306259562,1759.02993694105,1993.44139019115,2257.9438754001,2554.11534166083,2881.52248364405,3242.83207401988,3643.6158960865,4140.65723606498,4886.11484751676,5811.82034035846,6901.11358817438,8178.66057739523,9670.4761230499,11400.3816460154,13395.1268503648,15695.6871293821,18336.3137287006,21316.0833249037,24627.7739477215,28286.4866548259,32289.7716525837,36613.5290056737,41228.0867403372,46093.2588251097,51118.4705556982,56261.7829545369,61660.3587468194,66261.5780667879,69575.9691838709,72303.1837255939,86607.1428571474,99999.9999999955,100000,99999.9999999955,100000,99999.9999999955,100000,99999.9999999959,100000,99999.9999999959,100000,99999.9999999959,100000
2148,73.029455209677,6.58630073288277,2.97338682841414,1.43989016191437,1.20681617462879,1.08771949697089,1.08020843496476,1.07376214076504,1.01461052506788,0.903068328694096,0.950998155513077,1.05171975714739,1.15105096149115,1.5622943933216,2.07392432383588,2.57799152238468,3.27998081631214,4.27272427411463,5.23999385295657,6.05482460044513,6.96281693878381,7.65465619752767,8.00243293242733,8.43563367405761,8.88579801005615,9.30303867142179,9.95023724835159,10.7331969565149,11.73381236238,12.9870337676708,14.4504155390206,15.7772551938233,16.9127745093688,18.3063353166507,19.794210318079,21.5452742510179,23.5883765088534,25.8373454408537,28.4753792401561,31.3290423404969,34.6576677050103,38.3806367262013,42.2286313785691,46.2507434063848,50.4526120507394,54.7706299697612,59.1396717610005,63.545745532472,67.9433609643421,72.2748104134573,76.6964225683636,81.343992002686,86.3307342906464,91.9786876440545,98.4367496945676,105.668194282214,114.008604050291,124.457726014928,137.144807023317,151.371004261298,166.753303286481,183.254297352925,200.945483849826,220.016491568106,240.642458116343,262.921295079476,287.122746735556,313.647580241548,342.870448103573,375.550087667129,412.729879790749,455.490929038116,504.885488412346,561.464299660614,625.273497457511,696.155232941702,774.796742734894,862.617171549756,961.596633620975,1074.53307584653,1204.74564759025,1356.44312157215,1533.76019972727,1738.18292633976,1969.85577701472,2231.27930291628,2524.01716193307,2847.64577772874,3204.80698564453,3601.01532456998,4092.40254641178,4832.29880532894,5751.54458846202,6833.9957357437,8104.41734804687,9588.97417765222,11311.7178081282,13299.6541421685,15594.0006919111,18229.3636345645,21205.3852704171,24515.3619500509,28174.8027916439,32181.6406875352,36512.0950764865,41136.6695068867,46015.1561504311,51056.7932650869,56219.0966764106,61638.4517920235,66261.5780667878,69575.9691838711,72303.1837255937,86607.1428571475,99999.9999999954,100000,99999.9999999954,100000,99999.9999999954,100000,99999.9999999958,100000,99999.9999999958,100000,99999.9999999958,100000
2149,72.1535543949232,6.50726890688328,2.93770671005333,1.42261165667328,1.19233451866214,1.07466698215025,1.06724604772259,1.06087710300267,1.00243529351534,0.892231589938818,0.939586265507913,1.039099226063,1.13723848370329,1.54354707887029,2.04903759136219,2.54705618976026,3.24062196533103,4.22145309924586,5.17711623873129,5.9821699089966,6.87926734827894,7.56280538997701,7.90640934999346,8.33441224332561,8.77917519958998,9.1914096865057,9.83084298382737,10.6044086603412,11.5930186575144,12.8312039972303,14.2770287871839,15.5879497206619,16.7098461566149,18.086688370616,19.5567136736092,21.286770787053,23.3053633023987,25.5273539189776,28.1337431251196,30.9531766685984,34.241876624119,37.9201928587709,41.722037634434,45.6959146154516,49.8473957023208,54.1136369022985,58.4302931414839,62.783540096332,67.1284340027527,71.4079589825955,75.7765697115941,80.3684320408139,85.295405875613,90.875670099845,97.256339458024,104.401134870794,112.641611317217,122.96556025736,135.500682917215,149.556520879954,164.754651359644,181.058131830775,198.537607896827,217.380453377416,237.759722557684,259.772173483156,283.68434744029,309.892244106158,338.76607536171,371.05556439113,407.791702507069,450.042799990916,498.848687713908,554.753714850027,617.803686587127,687.842877390234,765.550573075255,852.32945523793,950.136589464267,1061.73738028625,1190.4127005298,1340.32292823154,1515.55599784321,1717.58298251196,1946.54921952142,2204.92961843012,2494.27366486516,2814.16734432741,3167.22777522799,3558.91283208959,4044.71021073786,4779.07549714085,5691.89397052601,6767.53064841496,8030.84807466622,9508.15912367737,11223.743532783,13204.8619081559,15492.9730425186,18123.0373475254,21095.2620897984,24403.4630502043,28063.5598911536,32073.8718280392,36410.942159326,41045.4549777389,45937.1858167488,50995.1903915725,56176.442784715,61616.5526204239,66261.5780667876,69575.9691838712,72303.1837255936,86607.1428571477,99999.9999999952,100000,99999.9999999952,100000,99999.9999999952,100000,99999.9999999956,100000,99999.9999999956,100000,99999.9999999956,100000
2150,71.2881589609788,6.42918541740442,2.90245474682998,1.40554049137469,1.17802664090956,1.06177109607776,1.05443920775962,1.04814668439834,0.990406163604466,0.881524891074342,0.928311317128488,1.02663014007962,1.1235917540439,1.5250247295732,2.02444949536529,2.51649207433972,3.20173540953619,4.17079716027901,5.1149931281336,5.91038703540206,6.79672030230955,7.47205673131847,7.81153798319967,8.23440539568664,8.67383178166669,9.08112015966493,9.71288134749537,10.4771657029234,11.4539143325979,12.6772440084343,14.1057224575767,15.4009156541379,16.5093526448346,17.8696768390467,19.3220665823789,21.0313688868048,23.0257456867766,25.2210816160071,27.7962058223979,30.5818203909473,33.8310738253136,37.4652728328695,41.2215212177712,45.1477416091518,49.2494393710451,53.4645246989218,57.7294234975982,62.0304770051595,66.3232814465401,70.5515044161307,74.867749041852,79.4045719871437,84.272493721553,89.7858800514173,96.0900841822127,103.149268673974,111.291009181571,121.491284579575,133.876268956433,147.763787700753,162.779954637567,178.88828570779,196.158584876942,214.775997807161,234.911520241273,256.660770272582,280.28712422685,306.181871013297,334.710834517032,366.614830849554,402.912608890647,444.65983603971,492.884067665358,548.123334512862,610.423113585717,679.629774493266,756.414744165208,842.1644319473,938.813122961308,1049.09405772273,1176.25027358856,1324.39430992214,1497.56786165591,1697.22717736444,1923.51841603434,2178.89110335766,2464.88067080934,2781.08250113725,3130.0892144549,3517.30259518528,3997.5736754419,4726.43839453495,5632.8620031395,6701.71197761975,7957.94663929949,9428.0251720632,11136.4534570665,13110.7452983012,15392.5999131651,18017.3312291077,20985.7107976294,24292.0749061773,27952.756212297,31966.463861488,36310.0694756779,40954.4427034266,45859.3475998176,50933.6618453666,56133.8212548784,61594.6612292552,66261.5780667875,69575.9691838714,72303.1837255935,86607.1428571478,99999.999999995,100000,99999.999999995,100000,99999.999999995,100000,99999.9999999955,100000,99999.9999999955,100000,99999.9999999955,100000
