year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,,,,,
2082,136.047903909353,13.0307536329941,6.153068597,3.276230553225,2.784047689375,2.766483178525,2.447941345575,2.057916426375,1.90115602505,1.822366823425,1.820142346,2.12080208095,2.57168385575,2.944744363775,3.617761632475,4.43701888785,5.3992710256,6.34689732965,7.040775847175,7.600380835975,8.104265336425,8.6133352255,9.0352097421,9.4187382876,9.8097849272,10.351140717525,11.277602855975,12.570786166875,14.15646878855,16.024675440025,18.05198051555,20.114789837425,22.389056361175,24.6958833986,27.178588301975,30.039741496725,32.853520911225,35.88578656945,39.3069530088,43.05964445805,46.816546702125,50.9695220064,55.6979606883,60.706422896125,66.0803387398,71.447355171,77.287688917375,83.60315989325,90.0336644903,96.90152396235,104.2651507774,112.182885738375,120.830120909125,130.46227419705,141.626614215975,154.447276716,169.21681231475,186.21194612095,205.15233233415,225.67857906585,247.873121106475,272.065098583375,297.739437867175,325.0469901593,354.674635658425,386.977745760075,422.6606419155,462.497237631525,507.272514246125,558.036439961025,616.575312783375,684.46639514595,762.97864796295,853.3809062415,956.3924179827,1072.80180480173,1203.9269715377,1351.5265975591,1519.02103051013,1712.46319658403,1938.74995745465,2204.67257675425,2516.67750808398,2880.8665343543,3302.08476064873,3784.34630406433,4332.63891658968,4952.92982779403,5649.76249776158,6427.97450476038,7340.66540180353,8453.88923367398,9754.17739011402,11212.1210896096,12831.4965325871,14642.356926517,16691.9354277866,19002.8148147155,21580.4424103998,24418.0243177673,27486.2962074167,30764.0981261638,34249.9227488533,37927.6068373381,41761.8519021299,45717.0686967661,49762.5066729203,53812.7700762194,57814.1418308773,61703.536977492,65133.3333333334,69523.8095238096,73690.4761904762,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2083,134.860093171471,12.6030509621588,6.1685476391,3.2818987427,2.786685459575,2.690479701075,2.370292165275,1.979623252925,1.82193507365,1.818454787075,1.815595405,2.11499630735,2.5644169044,2.86123519855,3.45786791605,4.2768301866,5.2396859431,6.1892635166,6.88786674155,7.45519083495,7.969185689075,8.418794900925,8.851862222775,9.317151575425,9.7196131654,10.273388003175,11.215332066275,12.527630873625,14.00601409795,15.7666237865,17.7496962963,19.82671373525,22.11307620535,24.423195716975,26.835788055075,29.674440426025,32.5182792926,35.444111905625,38.908992593525,42.572239461525,46.2538964019,50.3914430272,54.968048136725,60.011025409825,65.323090628325,70.65809211595,76.399645305075,82.462266065625,88.85964089755,95.71262777325,103.085961072975,111.01749119055,119.5184958617,128.885600006,139.895517071975,152.6189709952,167.163000245925,184.01458374125,202.736897077675,222.8991243417,244.820577392625,268.685649412925,294.060352636375,321.068033417025,350.443746328825,382.3946551893,417.54979148795,456.825504797675,501.066944297125,551.29899314245,608.989491775675,676.008433117975,753.6974037573,842.9795934754,945.017080738475,1060.26731889045,1189.47364173283,1335.17028368808,1500.91928057853,1692.00906625385,1915.1061697584,2177.85026643248,2486.8112448197,2846.90540166178,3262.8214962733,3739.51861296583,4281.8629820075,4894.624850981,5582.5035444671,6351.5492815286,7256.58537747743,8363.49219087825,9656.25848991313,11106.2527154358,12718.7784601066,14522.98226564,16565.8276458069,18871.1784224537,21445.3774040984,24280.0082876024,27347.8633737273,30629.4480295465,34118.7846534315,37801.2699090657,41649.0695459558,45620.3471542226,49669.5794975346,53705.0075018677,57692.5888939693,61442.0506204074,65114.4927536232,70181.1594202899,74166.6666666667,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2084,133.518627402235,12.5635745819294,6.108066021575,3.28981777095,2.79132786145,2.539673328275,2.21754293615,1.9787734043,1.819943608925,1.81542324815,1.811712458575,2.1096916989,2.5574441918,2.853184802425,3.44831853185,4.19094448545,5.0782785258,6.103072003,6.80495614995,7.304017327775,7.897815668525,8.357075882225,8.729579591875,9.2062236107,9.6197804887,10.185390496925,11.141995142875,12.47251623975,13.97246820265,15.62873806345,17.5693580242,19.6018482615,21.778489399375,24.1624386715,26.6388675154,29.34460762085,32.1024632806,34.995567037175,38.350756126675,41.9320932177,45.63786804115,49.873011727,54.429262768775,59.2536752423,64.411864246275,69.867030782625,75.57301565485,81.3541551822,87.6316093578,94.460885011125,101.826413402325,109.70938894515,118.040809359625,127.39325201555,138.2086540932,150.72279084475,165.11587358525,181.750177899175,200.32192123785,220.348518967725,242.02259004575,265.457080199075,290.486335918775,317.2189848061,346.211285154525,377.776551066725,412.55489493785,451.22677582015,494.8200553444,544.582122603125,601.75931676405,667.845980937425,744.421425738175,832.71689039285,933.53309897855,1047.57711678703,1175.5593570506,1319.27419519863,1482.88414641655,1671.91112333683,1892.1660818939,2151.23284600883,2456.64806009405,2813.23490787855,3224.4189364682,3695.19607037793,4231.44679333658,4837.44130599528,5516.91512558928,6276.17237094875,7171.91739976338,8271.91930998673,9558.94865537308,11001.7792835529,12606.8779135514,14404.668037753,16441.2682520322,18740.7263182338,21310.5624529084,24142.9951663614,27208.7390206191,30492.3001856116,33987.7121232571,37675.1972992173,41531.3613077122,45519.5564632791,49579.9993604351,53639.9628594915,57597.7054484453,61459.0556133754,65387.1250421301,70362.3188405797,74166.6666666667,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2085,131.621593354,12.3810882243,6.050525695925,3.299771236025,2.797880998,2.46722672485,2.14290924865,1.9792709637,1.8191175552,1.813444608675,1.808704837875,2.105137066775,2.551087949325,2.84546333035,3.438654216525,4.179407564375,5.065256600475,6.0892628559,6.79236844725,7.29434913965,7.82144595815,8.28693500645,8.599735758525,9.0170865475,9.5113468067,10.088518650225,10.99260561325,12.20868900265,13.794949294475,15.541749674575,17.44413086175,19.436851721075,21.568473945625,23.905657497175,26.39365529645,28.981254122425,31.66427704165,34.650873821125,37.79035672485,41.317360287275,45.114514964975,49.246272033375,53.774289403325,58.511650610325,63.504764911425,68.92165060705,74.682956849775,80.428914167775,86.675962260125,93.455950067975,100.621456989325,108.315651649725,116.603109993025,126.041134659775,136.66146467045,148.864509545175,163.120001463225,179.61248716845,198.036579107225,217.778014395875,239.148011074775,262.265309123025,286.956380225925,313.339532266275,341.92449827015,373.208581445575,407.6478361822,445.92185197065,488.761137909075,537.810328716725,594.538391915575,659.85764262705,735.280155147725,822.412109624475,922.15242188825,1034.85220871768,1161.56494645398,1303.81479701883,1465.18626042263,1651.63491054473,1869.41271399008,2125.3998175157,2426.79230530225,2779.23051306263,3186.37252156903,3651.93968013563,4181.55058522928,4780.75859435323,5452.68343498713,6202.68842784548,7088.65130547795,8180.02357527918,9460.72697383593,10897.8657252382,12496.0625545912,14287.0911517046,16317.8374316791,18612.0036550519,21176.9695429976,24006.2288652027,27070.9286344417,30356.7175850004,33858.9152741552,37555.7873279469,41420.0420752153,45419.5348007375,49516.4280661264,53634.7570373405,57629.5478780618,61587.5029450218,65669.6664600092,70535.7693493679,74166.6666666667,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2086,129.915433107824,12.1485557270529,6.07498027375,3.311489680275,2.72848804245,2.3954051839,2.14643414265,1.981164923575,1.8195241835,1.81262306765,1.80674095485,2.1015782489,2.545649816575,2.83842530825,3.429364183125,4.167750284375,4.9772664992,5.999578925425,6.77708371825,7.28102205925,7.740136610575,8.13990588785,8.46097435035,8.888283973075,9.39330128605,9.981859103475,10.832365074525,11.9983756529,13.53946557895,15.30969144065,17.305127551375,19.325726630975,21.29239206475,23.52357697015,26.02949057285,28.6295592837,31.315236745275,34.22593249465,37.2755523646,40.763939721275,44.563272946075,48.6594397072,53.135987338825,57.839220693325,62.80016619465,68.1055436743,73.76270228285,79.440804245,85.5888977465,92.4011527298,99.525793136975,107.0313282792,115.200055586025,124.472925499925,134.996255528125,147.01260058985,161.092172888525,177.39522576505,195.499414930775,214.97566126875,236.17416013785,259.125612920325,283.552211588525,309.633807585675,337.7577135232,368.57882497585,402.61907225695,440.4887974733,482.97718156005,531.331435957075,587.23868137545,651.856894252925,726.43731125695,812.3910034744,910.818773835725,1022.27138245395,1147.49492427828,1288.32509386473,1447.9458239972,1631.8500869302,1846.9189158449,2100.06219858505,2397.74914577003,2745.45631080883,3147.82119995255,3608.91906764978,4132.59058330338,4724.45505313288,5388.8924980065,6130.64928071785,7007.49522155485,8089.57980187363,9361.67332232928,10792.5967025658,12385.7577351047,14170.4607067493,16194.6353071454,18483.4630980066,21044.3168578296,23870.4015750148,26934.3716745828,30222.8637890568,33729.9939019697,37434.1951507715,41309.4631635734,45327.4213305434,49435.5822921163,53573.8241335409,57660.6624421837,61792.0770112822,65641.8102909053,70354.6099290781,74166.6666666667,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2087,128.577227885588,12.1307288908235,5.94076307965,3.2448902092,2.582377035725,2.2468702018,2.1514131902,1.9844624168,1.82120941945,1.813026797825,1.805925625075,2.0992141367,2.541421219275,2.832405141075,3.4208781713,4.156560679225,4.889322237475,5.9091141927,6.75986941435,7.192820340775,7.654232907625,8.05903750305,8.385042671575,8.82098110045,9.266385450525,9.865873995525,10.661913747175,11.842036563075,13.3361729237,15.062468522575,17.084945486275,19.134815321475,21.06866282635,23.1996909142,25.6654156651,28.220280330275,30.919214398925,33.711231035325,36.743931865725,40.321402503475,44.078854513525,48.11183520405,52.486339322175,57.07028681125,61.99007462885,67.2569165346,72.79577182305,78.425019042825,84.49894816415,91.27079921075,98.430393469,105.7812156899,113.7097341776,122.80818096255,133.29634473185,145.2216866589,159.124324981575,175.20097885655,193.000278597725,212.351207207375,233.352656403875,256.0577096703,280.20605590975,305.95146193045,333.75352881205,364.14323650575,397.634624598725,435.004610729025,477.206278114275,525.08637114315,580.162472443875,643.967137501525,717.826107752875,802.82162917175,899.728869156775,1009.6168009212,1133.55681710605,1272.7752848084,1430.7173704532,1612.74634016713,1825.13701322943,2075.0261195469,2369.29618328135,2712.8754495259,3109.77575887258,3565.36135136523,4083.9412757414,4669.23444046435,5325.7192573218,6059.36834512225,6927.7199219862,8000.9121840105,9263.8761544525,10686.6405584518,12274.2188892924,14054.3919428824,16072.6358412128,18355.3539497813,20911.7858253321,23735.5385455432,26799.7471058241,30089.7649406542,33598.9620614949,37311.6598493353,41196.9054444477,45221.5680571778,49329.2279615159,53474.5388707217,57681.3924971467,61905.0874156111,65335.556261247,70416.6666666667,74583.3333333333,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2088,127.011996840177,12.1761513674471,5.806940827375,3.099850661375,2.435425224775,2.1767112724,2.157708211325,1.9890921863,1.8241802238,1.739237655025,1.73086281905,2.023374758225,2.389347687625,2.75323239065,3.41359966555,4.14635565,4.87624780405,5.74594125665,6.59472824075,7.102764073375,7.565508570575,8.044752706575,8.305122518275,8.74603397215,9.267512008425,9.808133876475,10.5478026797,11.6753005438,13.185568209775,14.8665718239,16.782525318375,18.8611294205,20.8257030176,22.989516261275,25.4217181278,27.873414931125,30.527301773425,33.332269230425,36.366274574675,39.865922580775,43.528618498,47.39682183095,51.763828784525,56.41691368065,61.20849137705,66.3074294285,71.861966947725,77.60811731565,83.567033483275,90.0776723613,97.13338661455,104.45992942325,112.3046246688,121.297009103875,131.618295996975,143.5141051109,157.332771170725,173.180682183025,190.827540816775,210.007631968275,230.642115147725,252.90632860335,276.732431663325,302.20824373165,329.78814494975,359.8414570637,392.890608451325,429.783372909425,471.406773226875,518.718993139875,573.08972774175,636.06345768785,709.054000712475,793.1445754538,888.927401686075,997.192335837175,1119.55356914285,1257.35420197583,1413.46172634248,1593.5897639993,1803.77524172668,2050.40915413153,2340.93496248215,2680.62968745445,3072.7921907127,3522.35874981668,4034.98078710408,4614.44453786208,5263.65442500313,5988.76377448885,6848.56297760595,7913.9041149827,9168.7846864444,10582.4598617548,12162.0903264534,13937.1543626515,15951.5520076401,18229.2731504262,20780.6901814842,23601.8336240964,26665.1810622397,29956.8586202096,33470.7556453967,37192.0516695541,41089.9074077873,45124.0453189598,49258.2379534215,53418.9956101417,57673.5346793478,61910.0995694006,65316.421167485,70833.3333333333,75000,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2089,125.400550711118,11.8929812024647,5.751747866775,3.034477602375,2.3665786163,2.1851591331,2.088019822175,1.9178017796,1.7523417928,1.590568300775,1.65693670195,1.94892019585,2.2388845458,2.67569208615,3.40791773535,4.1376224129,4.8643171999,5.58380315035,6.3570533831,7.011046321875,7.5468694758,8.0273886719,8.22132278475,8.597512062275,9.125500807675,9.67409475575,10.49070017015,11.63086140195,13.08934317365,14.722499962825,16.594540739225,18.56898328945,20.4333583404,22.695994710825,25.16481411265,27.6463619552,30.199021498475,32.89608185465,35.94447908705,39.26474184435,42.9089543478,46.80041449635,51.05835161685,55.69870769205,60.55109574245,65.572680200675,71.012674738125,76.708911363475,82.536745599025,88.923038376675,95.8945273238,103.1159289722,110.877987816625,119.793751369825,129.957876037725,141.695343288,155.3654981058,171.01200924245,188.442044155525,207.3569806308,227.705135792575,249.797441238925,273.37479423765,298.57562178035,325.89149571685,355.461055856775,388.1677960509,424.581430038125,465.662022463775,512.46708515425,566.115421140175,628.3286499785,700.385064155775,783.4170912577,878.16422000665,985.26003074925,1105.91474376338,1241.89796863818,1396.38213938463,1574.44983845055,1782.29078993488,2026.2694919476,2313.02841230873,2648.38451828738,3036.37683727903,3480.76990045578,3986.6507973766,4559.40057073488,5202.17875337513,5919.3280833432,6770.11440315638,7827.78848300513,9075.28305754628,10480.6306104941,12051.5036995474,13819.0815497446,15828.8648468757,18103.2053959096,20650.5960757946,23468.4122539582,26530.6886217389,29823.6875194299,33343.55911006,37072.0407880874,40977.8700874803,45030.9321538715,49196.6168259925,53365.0797860892,57553.5182893065,61747.0762793041,65538.9463477699,70028.0112044818,73897.0588235294,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2090,123.730779376882,11.6090364669353,5.614973843,2.8874775857,2.297164022325,2.19429031145,2.018950066225,1.8472579407,1.681387517925,1.518178547125,1.65956641055,1.950653781,2.239316365775,2.6743911414,3.404145089325,4.130832500175,4.8540987495,5.570245318125,6.267534943475,6.9193479208,7.456639722825,7.8675184782,8.13390420465,8.446198186625,8.909891894125,9.600242032775,10.424960896025,11.508375466675,12.91450179225,14.56435416125,16.39103097415,18.258040426025,20.14983142925,22.38080194725,24.823019492625,27.3421769476,29.8643330613,32.52314583715,35.590307096125,38.8027000085,42.3871751772,46.3184794909,50.4762405404,54.9443389549,59.718118876175,64.85146920395,70.20470460955,75.65995937845,81.491087027925,87.91822049115,94.758667124775,101.832790319025,109.5472640776,118.31609916325,128.3509771051,139.94409346755,153.465628575725,168.97088267425,186.0834433254,204.7311815748,224.951156432725,246.828626454075,270.1162105095,295.07360206865,321.9745077689,351.217821328725,383.5507527758,419.44104847925,459.9166760925,506.23182860635,559.411447297625,620.8117428601,691.9855516562,773.8699747328,867.456774059975,973.495329656025,1092.77367405628,1226.74933008148,1379.2606321522,1555.4425682917,1760.76229971473,2002.2300260933,2286.07202689155,2617.1552200009,3000.26239861188,3439.70986440875,3939.62454769948,4505.00351545388,5140.45256838255,5850.39419255828,6692.87533960043,7742.20420971295,8982.10185068778,10380.2669728016,11943.442999946,13702.4266053207,15705.0262214185,17975.5177124275,20520.4408012246,23335.1818358065,26396.7125783041,29690.5113214429,33213.6270489175,36948.5078735881,40863.8466325547,44929.5932182274,49112.0630156277,53308.5465061233,57416.4485945872,61474.6679295589,65249.6832368323,69199.1581578868,74452.614379085,88750,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2091,122.193299755824,11.5939914405529,5.55793933315,2.739602268825,2.227578449125,2.2038691953,2.0273604633,1.85435245625,1.687167643725,1.522562831675,1.66330367965,1.95374708215,2.241308380925,2.674863656125,3.328655618375,3.979018905275,4.772631631775,5.558650208075,6.252427303075,6.9013679274,7.366397017175,7.7068213968,8.044457242075,8.360264157575,8.826527312175,9.5211309418,10.28411820995,11.37605702305,12.79390139525,14.392960243075,16.106490401725,17.994972321225,19.97702135435,22.108206677675,24.456221791025,26.952155740425,29.513859140325,32.206540586025,35.174693530875,38.3450215359,41.88526138795,45.757806343,49.952804193725,54.317175697225,58.91380639335,64.08233838945,69.360360110575,74.719743831525,80.6001129115,86.96321296305,93.535446436225,100.5324412961,108.3357541275,116.98998411845,126.877428429875,138.412963443275,151.681070869375,166.9248613614,183.96727788465,202.369011400725,222.33378187685,243.9079814749,266.927324121625,291.602440735625,318.141170619175,347.075767224075,379.013772520425,414.51694614275,454.36292919985,499.993149993825,552.62330515195,613.325697865875,683.599817612775,764.526366523125,856.97476709175,961.7154411041,1079.6237614924,1212.0776736093,1362.52013857115,1536.38342767423,1739.52366648073,1978.19978999008,2259.0133836228,2586.61246212323,2964.80826680928,3398.77465557085,3893.11405558305,4451.72852574883,5079.07673614498,5781.03068443575,6616.32429040278,7657.85485711423,8889.5452314149,10280.3597282855,11836.6685616797,13588.1856355573,15583.0663497857,17847.4470398809,20389.4622930462,23202.9759440822,26263.8504792024,29557.7162055737,33085.0136809379,36827.5430608157,40755.3555756245,44834.6903895576,49015.4813963757,53229.131448113,57385.5386842814,61400.2367391008,65136.9323152578,70558.5095907676,77103.1746031746,90000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2092,120.784363711235,11.5161785362294,5.5797559287,2.7511583941,2.23735353415,2.21362794725,2.03617329095,1.862020541325,1.69364905185,1.5277455552,1.5923585205,1.882448258575,2.2448594605,2.677191996025,3.255396481025,3.829760888725,4.693886847575,5.549645261625,6.239489910275,6.884991480475,7.347592270475,7.686624121025,7.955199391525,8.271758623875,8.80822800655,9.437690854,10.137307772825,11.235408436075,12.66228043265,14.2741742844,16.0044606406,17.84712500585,19.78623858685,21.814539698575,24.129600289725,26.663197718175,29.202161933275,31.8742102429,34.753811888525,37.888998527675,41.450768553125,45.218120483725,49.354141714975,53.7546779817,58.301747649775,63.348554492375,68.477251003675,73.81154113165,79.64550136445,85.93044104855,92.43110706275,99.332400895375,106.987364343675,115.600253043425,125.42524448615,136.6879765271,149.783469763025,164.914678585125,181.77161245485,199.925028813675,219.527823304675,240.922304653125,263.713026239025,288.004621957425,314.33188072715,342.845634564325,374.4557926301,409.678973433575,449.059571726825,494.0326094138,545.891399962125,605.872108839925,675.3739372969,755.415114641825,846.741195469425,950.048948124625,1066.4321003996,1197.54352764108,1346.2896280512,1517.74105156183,1718.30667669805,1954.43188816075,2231.96254428053,2556.07063330015,2930.32526717855,3358.81050182613,3846.98009450575,4399.35497980893,5019.34499662508,5712.52938181468,6539.6278567988,7574.18218860413,8798.5737700728,10181.1196224834,11730.2287327271,13475.5921199887,15463.3857272659,17720.450641083,20257.3157156309,23069.3923967078,26131.1332095991,29426.478874181,32957.5983793945,36707.9855099383,40643.3670827843,44731.8907016027,48936.7629688622,53163.4872604848,57402.3519133404,61419.0453771914,65483.3487748486,71930.0797241974,78095.2380952381,90000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2093,119.304906791235,11.7692122312294,5.516711458275,2.76195983855,2.24676409285,2.22328083195,2.045143598275,1.8700643033,1.70064119035,1.533569421775,1.522035048225,1.812070600375,2.249886815575,2.607044503825,3.18391132755,3.830473997575,4.545304764425,5.39741149345,6.2294357156,6.8000339574,7.18960349135,7.59737150015,7.865947380225,8.1822118639,8.652941922675,9.28359989405,10.053333283125,11.02148038155,12.388188591725,14.076694716125,15.88746557045,17.748435773625,19.64359618495,21.500406130225,23.779587679575,26.2839142223,28.797767207475,31.5150173141,34.37610203825,37.48786273905,40.95575840885,44.684723504075,48.71674265295,53.11830954355,57.699039307075,62.57376293735,67.635445166325,72.9327927799,78.6134822435,84.782045714725,91.374997240575,98.1966718718,105.62464482685,114.136723370675,123.84752804565,134.975742853725,147.98079452505,162.952922798975,179.531465968875,197.51504540005,216.94155513105,238.045608561975,260.481459039075,284.432189635975,310.4487320174,338.69593663305,370.0158167575,404.82855459345,443.721959777575,488.0830964384,539.276229988875,598.5309492557,667.15952811385,746.254174382725,836.571149783975,938.680774608325,1053.55371070055,1183.04916637153,1330.131215804,1499.64754802398,1697.49347693778,1930.57570378568,2205.07420088488,2525.44871280905,2895.74548198803,3319.64264877383,3801.85256565275,4347.70099977938,4960.75889209455,5645.68649234538,6463.68220623235,7490.31389644305,8708.20658314608,10083.5310394902,11624.8491614863,13363.2902131278,15344.897098174,17595.1879074697,20125.978528867,22934.8974617047,25997.3803408097,29296.0549841269,32831.3210937162,36587.9288157157,40534.2904532166,44632.6209119443,48859.7144851179,53112.9392730617,57371.0474332846,61461.7351602978,65398.1194891117,70926.9162210339,77229.4372294372,90000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2094,117.951874025882,11.9575209286353,5.369017521925,2.6897308985,2.255580225675,2.15306783165,1.97449950815,1.800172198275,1.62988038205,1.53986133875,1.52781542655,1.74247588725,2.18061873955,2.53848751375,3.1144986818,3.833826202675,4.399768509025,5.175852899875,6.07809547005,6.6462953623,6.96457228105,7.44021793145,7.84640271435,8.093781882725,8.42916458435,9.127352133125,10.032727287375,10.936417325575,12.173737323625,13.802734723075,15.624657747375,17.501259138325,19.41667929835,21.231670019475,23.472976471525,25.879841652875,28.365355868025,31.061499764075,33.9065800998,37.06794579665,40.328085904025,44.02687367045,48.025153659675,52.3237606974,57.027310293275,61.8729389216,66.81747735175,72.042649500175,77.6799029319,83.744910796,90.2700490331,97.115422493125,104.4549936427,112.786266322425,122.3824015605,133.44523755785,146.182813207475,160.876035959775,177.31082082425,195.165815217575,214.439325781875,235.2512439874,257.46942589245,281.078227428875,306.704673358475,334.71363901945,365.5859983258,399.92764626735,438.38841780095,482.230461890575,532.786945797625,591.2657011728,659.0352262358,737.19172870765,826.52169037605,927.51610497205,1040.95621954793,1168.6776272427,1313.95258783245,1481.60643163058,1677.2921484677,1907.30467018133,2178.18987775343,2495.00573854048,2861.03175301895,3280.37660368253,3757.48026404043,4296.8227474766,4902.59895604925,5579.74695143013,6389.3750122338,7407.33689073463,8617.42813259107,9986.45121348223,11520.9277723131,13251.8013651283,15226.959151152,17471.7048279584,19997.1797099906,22801.7540138377,25862.3789680925,29164.0366124561,32704.9979320886,36468.7925661671,40425.0376868274,44539.5637943604,48772.5507766251,53041.2091116932,57271.4462072784,61578.7674163093,65344.0332487888,70112.4600037644,73326.7457180501,86666.6666666667,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2095,116.531619028177,11.8032718504471,5.300999903175,2.6161184553,2.2635971329,2.081955324225,1.903202112,1.729850050025,1.558909398575,1.54646122145,1.53405782505,1.67336937385,2.112237743925,2.54565005225,3.04715261865,3.76561490435,4.4036133834,5.10406414315,5.858517499925,6.49533295475,6.883983263775,7.286673733425,7.759526736225,8.00640188185,8.34033815135,9.03796925015,9.8761700102,10.781165675525,12.020688872625,13.587354755075,15.416600490575,17.239355121275,19.1057280959,21.0082412315,23.144726302225,25.450330017825,27.905616658875,30.641151140425,33.531336224775,36.616518835975,39.8033870723,43.485548570775,47.456252437175,51.658101835225,56.2595727585,61.044980888725,66.017521335675,71.24172023485,76.8611587714,82.816534993325,89.109021171225,95.934326083175,103.287046621075,111.45831297255,120.85806435275,131.787636625175,144.442204538775,158.97900461775,175.197644479275,192.743362997175,211.72697835315,232.4024589031,254.401276920075,277.676668947225,302.974712167275,330.669484131625,361.061279784125,394.965180340825,433.2154960029,476.59939932885,526.52904827565,584.2781204097,651.187473534825,728.36042069805,816.57598405575,916.30174803395,1028.3665043017,1154.63835294343,1298.04331288043,1463.57540252593,1657.20095192163,1884.67017198855,2152.06764370565,2464.96036647883,2826.80583176745,3241.30818748858,3713.26469994078,4246.77833687833,4845.2061933488,5514.21089715715,6316.01446195538,7326.07233886848,8527.40153442955,9888.74643230432,11417.3426913123,13141.8031614602,15109.5729397352,17348.6393310903,19870.0342801867,22670.7495237148,25728.4651376165,29032.119787963,32579.1115397558,36348.3510225248,40313.4865143241,44445.9487934226,48701.8582892404,52991.9620805216,57252.4356711147,61542.0322908415,65187.7295406992,70561.5942028986,70561.5942028986,83333.3333333333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2096,115.249506343118,11.5808863491647,5.2286658427,2.623059406,2.189854087425,2.008451362575,1.910582727775,1.7369876112,1.565608928525,1.5531865619,1.5406079761,1.680161665625,2.120140189525,2.554134382575,2.9814504088,3.699685420375,4.410457634225,5.10846891925,5.787586009325,6.420373209025,6.876967609125,7.137460179525,7.538353312675,7.920424888075,8.320117477475,8.948565603575,9.71851807005,10.62336453275,11.929884725525,13.4986681804,15.2659368543,17.096785470125,18.9103818092,20.8309293979,22.860427330925,25.0625161196,27.48473907195,30.25596641415,33.188512105375,36.129416282725,39.369970384025,43.046113707275,46.940084853575,51.1166882901,55.561254015775,60.18347316785,65.155251047875,70.46411394655,75.958686492825,81.83180655155,88.0673019005,94.70826670515,101.96856318185,110.081258540825,119.365548839725,130.1397957488,142.702013138175,157.017380036,173.069017844,190.338628890125,208.972599762875,229.508440975675,251.26400816745,274.3310945968,299.368642552225,326.6220878424,356.65016178655,390.211723921,427.971164334275,470.902284922325,520.2806553802,577.40423512555,643.418587365875,719.4806953982,806.59629414485,905.164201892375,1015.99629367955,1140.7956424727,1282.54165834165,1445.97310419545,1637.17974587145,1862.13276796723,2126.6326216507,2435.44355667873,2792.76242223048,3202.829055584,3669.27737479325,4196.84942446225,4788.90616221468,5450.02546195505,6243.48780781475,7245.91238600553,8439.26865480945,9791.89806272648,11313.158165856,13032.0976386831,14993.7532020508,17226.0784479852,19742.9590399839,22540.7035373195,25596.5509749316,28901.1143984444,32451.9140912175,36227.2316180995,40202.1145106524,44349.3385341042,48615.4131923121,52925.5935020523,57296.2843827672,61399.7764964695,64873.4388108577,69979.1666666667,70083.3333333333,83333.3333333333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
